	P0_rep1	P0_rep2	AB_rep1	AB_rep2	P1_rep1	P1_rep2
rga-4	2.89	0	9.66	4.94	60.28	1.22
rga-5	0	0	0	0	0	0
rga-6	13.27	0	0	0	0	0
rgef-1	0	0	0	0	0	0
rgl-1	144.29	178.28	6.18	7.68	72.01	11.01
rgr-1	156.99	121.19	190.13	215.17	200.66	155.37
rgs-1	16.16	0	0	4.94	0	27.53
rgs-10	46.75	0	2.32	2.74	38.03	2.45
rgs-11	318.01	108.6	360.94	305.18	288.86	318.68
rgs-2	0	0	0	0	0	0
rgs-3	0	21.96	0	0	0	0
rgs-4	0	0	0	0	0	0
rgs-5	128.99	62.65	136.03	197.6	199.85	74.01
rgs-6	9.23	15.51	0	5.49	0	2.45
rgs-7	221.92	206.96	350.9	184.98	13.35	229.99
rgs-8.1	0	0	0	0	0	0
rgs-8.2	1.73	0.59	6.18	3.29	7.69	4.89
rgs-9	182.96	191.74	338.14	199.8	420.34	203.69
rha-1	177.19	78.45	245.01	352.94	31.96	200.02
rha-2	86.28	103.34	119.03	170.71	98.71	138.85
rheb-1	121.49	100.7	100.09	39.52	86.58	104.6
rhgf-1	0	0	0	0	0	0
rhgf-2	12.12	44.2	13.91	0	0	0
rhi-1	105.62	106.26	95.07	82.88	183.67	62.39
rho-1	95.52	163.35	34.78	41.72	9.3	11.01
rhr-1	0	18.74	0	0	0	5.51
rhr-2	0	0	0	0	0	0
rhy-1	197.39	87.82	195.93	132.83	44.5	139.46
rib-1	10.1	106.56	6.18	93.31	99.52	42.21
rib-2	0	12.29	0	29.09	29.13	114.38
ric-19	5.19	0	46.37	0	0	1.84
ric-3	0	0	0	3.29	0	0
ric-4	0	1.17	0	4.94	0	0
ric-8	46.75	87.24	95.45	24.7	13.76	83.19
rict-1	152.37	163.64	156.51	236.02	78.49	89.92
rig-1	1.44	4.98	0	18.66	0	34.25
rig-3	0	0	0	0	0	0
rig-4	435.75	403.39	317.66	517.61	236.67	223.26
rig-5	0	0	0	0	0	0
rig-6	0	0	0	0	0	0
ril-1	253.37	338.11	229.17	127.89	214.82	120.5
ril-2	249.04	282.78	148.4	311.22	232.62	296.66
riok-1	298.1	199.65	451.76	347.45	311.51	362.11
riok-2	159.58	136.71	268.58	174.55	125.01	106.43
riok-3	99.27	202.57	40.58	208.03	14.97	158.42
rla-0	59.16	76.11	65.7	75.75	60.28	60.56
rla-1	53.1	94.85	51.4	20.86	37.22	31.2
rla-2	27.41	53.28	15.07	2.74	10.52	1.22
rlbp-1	73.01	126.17	16.62	52.69	40.46	94.81
rle-1	0.29	33.66	60.29	0	0	9.18
rmd-1	733.56	823.17	1239.73	735.52	1133.19	773.77
rmd-2	128.99	251.17	169.65	110.88	203.09	141.3
rmd-3	0	0	0	0	0	0
rmd-4	0	0	0	0	0	0
rmd-5	0	0	0	1.1	0	0
rmd-6	0	0	0	0	0	0
rme-1	72.72	91.92	139.51	203.64	226.15	211.64
rme-2	246.73	133.49	10.05	279.39	288.05	298.5
rme-4	47.33	67.62	0.77	51.6	120.56	85.63
rme-6	80.51	46.25	0.77	114.72	8.09	100.93
rme-8	108.22	233.6	82.31	114.72	47.33	179.22
rmo-1	22.8	33.37	0.77	8.23	7.69	5.51
rncs-1	0	0	0	0	0	0
rnf-1	186.13	131.15	209.84	176.74	150.5	128.45
rnf-113	90.32	125.58	78.06	111.97	45.31	161.48
rnf-121	162.47	101.58	51.01	98.25	125.82	140.69
rnf-5	220.76	275.17	140.28	124.6	312.73	151.7
rnh-1.0	83.11	60.3	30.53	3.29	86.98	10.4
rnh-1.1	0	0	0	0	0	0
rnh-1.2	154.68	151.05	77.29	40.62	59.88	33.64
rnh-1.3	0	0	0	0	0	0
rnh-2	300.99	176.81	140.67	122.4	127.44	93.59
rnp-1	215.86	246.19	257.76	216.26	283.2	134.57
rnp-2	148.62	160.42	82.7	71.36	195.81	53.22
rnp-3	153.81	99.24	129.07	62.02	180.03	63.61
rnp-4	292.62	357.43	200.57	155.34	215.23	135.18
rnp-5	178.05	142.85	350.9	222.85	349.54	261.19
rnp-6	223.94	291.56	188.2	324.4	154.14	164.54
rnp-7	98.4	129.68	176.99	113.62	109.23	92.97
rnp-8	172.57	136.71	309.93	391.36	327.7	253.23
rnr-1	487.98	376.75	537.94	798.64	655.39	716.88
rnr-2	1445.48	1440.26	1655.55	1185.06	1587.11	1160.35
rnt-1	0.29	0	1.93	15.37	0	0
rod-1	195.08	216.04	200.95	216.81	85.77	81.96
rog-1	0	0	74.2	17.02	0	0
rol-1	0	0	0	0	0	0
rol-3	0	0	0	0	0	0
rol-6	0	0	0	0	0	0
rol-8	0	0	0	0	0	0
rom-1	88.3	137.88	61.06	42.81	156.57	20.8
rom-2	0	0	0	0	0	0
rom-3	0	0	0	0	0	0
rom-4	146.31	169.49	157.67	102.09	121.77	18.96
rom-5	145.44	106.56	51.01	61.48	129.06	40.98
rop-1	89.46	241.8	385.29	274.45	446.64	274.64
rpa-1	571.38	615.62	460.65	687.76	743.59	492.4
rpa-2	260.3	281.32	410.02	273.9	342.67	242.83
rpa-3	0	0	0	0.55	0	0.61
rpa-4	3.17	0	0	0	0	0
rpb-10	63.49	111.24	28.98	14.27	61.9	17.74
rpb-11	51.08	58.55	16.62	23.6	78.49	19.57
rpb-12	34.34	55.91	30.92	12.62	24.68	6.73
rpb-2	409.49	354.8	411.18	475.89	246.38	491.18
rpb-3	253.66	191.74	338.92	239.87	392.02	195.74
rpb-4	249.91	267.85	200.57	87.82	163.85	67.28
rpb-5	152.08	210.77	225.3	103.19	159.8	129.06
rpb-6	92.06	140.81	212.93	104.29	196.21	56.27
rpb-7	221.63	256.73	175.06	99.9	167.09	98.48
rpb-8	174.59	233.6	48.31	60.38	158.59	97.26
rpb-9	154.97	128.8	138.74	71.9	144.83	59.94
rpc-1	594.76	389.05	608.66	397.4	556.28	510.75
rpi-2	0	0	0	0	0	0
rpia-1	160.45	171.84	101.64	70.26	53.81	89.92
rpl-1	26.84	51.23	11.98	24.15	69.99	22.02
rpl-10	187.29	281.61	114.39	85.63	135.12	96.03
rpl-11.1	52.52	108.31	13.53	27.99	110.45	42.82
rpl-11.2	1.44	11.12	40.19	16.47	0	4.28
rpl-12	630.83	681.19	920.52	529.68	662.27	607.39
rpl-13	46.46	123.24	25.89	39.52	67.97	36.7
rpl-14	2.6	13.76	3.48	3.29	33.58	6.12
rpl-15	54.83	71.72	90.82	42.81	40.46	45.26
rpl-16	46.75	92.21	35.55	55.44	0	32.42
rpl-17	8.95	42.74	55.26	16.47	52.19	10.4
rpl-18	21.93	39.81	79.61	37.87	35.2	16.52
rpl-19	13.56	61.18	5.8	25.8	68.78	7.34
rpl-2	26.55	27.52	27.44	36.78	31.15	26.91
rpl-20	43.86	38.93	15.84	21.96	8.9	32.42
rpl-21	12.41	56.79	13.14	10.98	12.54	11.62
rpl-22	8.66	18.15	7.73	3.84	0	11.01
rpl-23	63.2	68.79	37.49	28.54	91.84	16.52
rpl-24.1	19.62	57.67	37.87	31.84	135.12	14.68
rpl-24.2	58.87	89.28	40.19	26.9	36.82	28.14
rpl-25.1	0	12.88	0	3.29	0	0.61
rpl-25.2	36.07	84.02	36.71	28.54	6.88	38.54
rpl-26	21.07	48.59	46.37	19.21	42.48	15.29
rpl-27	36.07	74.65	54.49	19.76	53.81	14.07
rpl-28	25.97	54.74	20.48	9.33	55.83	17.74
rpl-29	20.2	45.67	19.32	6.04	20.23	4.28
rpl-3	45.88	71.72	16.62	110.33	31.96	126.62
rpl-30	32.9	27.22	7.73	3.84	45.31	15.9
rpl-31	16.74	27.81	9.27	15.92	20.23	23.86
rpl-32	34.05	30.44	31.3	15.92	35.2	18.35
rpl-33	48.48	44.2	17	12.08	24.27	20.19
rpl-34	10.1	13.76	3.86	1.65	16.59	5.51
rpl-35	25.39	32.2	12.75	11.53	10.52	17.13
rpl-36	14.43	25.18	7.34	4.94	13.35	6.12
rpl-37	1.15	2.63	0.77	1.65	4.05	0.61
rpl-38	31.45	41.57	27.82	4.39	10.11	6.12
rpl-39	6.35	4.39	0.77	0	2.43	0
rpl-4	49.64	124.41	49.08	135.03	45.31	203.08
rpl-41	24.53	28.69	16.62	3.84	16.59	2.45
rpl-42	0	0	0	0	0	0
rpl-43	15.87	26.93	0	4.94	0	5.51
rpl-5	32.32	64.11	174.68	91.12	47.74	131.51
rpl-6	47.04	75.53	9.66	21.41	47.74	44.04
rpl-7	95.52	90.46	38.26	74.1	51.38	79.52
rpl-7A	26.55	21.08	106.27	78.49	83.34	55.66
rpl-9	1.73	17.27	15.07	13.17	41.67	3.67
rpm-1	6.93	11.12	0	52.14	0.4	4.28
rpn-1	380.63	415.68	213.71	324.94	386.76	495.46
rpn-10	142.56	168.62	316.89	264.02	379.89	200.63
rpn-11	230	245.9	282.11	213.52	348.73	216.53
rpn-12	240.1	277.51	246.94	202.54	308.68	209.19
rpn-2	157.56	189.99	308.39	547.25	311.92	311.34
rpn-3	686.52	651.04	595.13	519.8	600.78	587.21
rpn-5	341.39	248.53	466.83	534.62	333.36	385.97
rpn-6.1	386.12	374.7	367.51	384.23	681.29	298.5
rpn-6.2	0	0	23.96	4.94	0	4.89
rpn-7	524.06	578.44	616.39	597.2	467.27	490.56
rpn-8	366.49	284.25	411.18	366.11	267.01	449.58
rpn-9	270.4	216.62	380.65	354.04	305.85	324.19
rpr-1	0	0	0	0	0	0
rps-0	68.1	73.18	59.13	31.84	188.93	68.51
rps-1	103.31	39.81	22.8	41.72	69.99	89.3
rps-10	66.08	109.19	27.82	38.97	32.37	34.87
rps-11	22.8	40.69	46.37	20.86	6.88	17.74
rps-12	45.31	80.5	38.65	35.68	77.27	40.98
rps-13	10.97	24.59	13.14	10.43	14.16	9.18
rps-14	23.66	47.42	3.09	7.68	0.4	28.14
rps-15	68.39	98.36	5.8	12.62	5.66	25.69
rps-16	11.25	27.22	22.41	9.88	0.4	11.01
rps-17	102.16	144.32	14.69	17.02	110.45	25.69
rps-18	36.07	79.33	47.53	25.25	45.31	36.7
rps-19	46.46	35.71	28.21	9.88	4.85	4.89
rps-2	150.06	184.72	140.67	181.68	189.74	103.37
rps-20	92.63	101.87	30.14	31.29	76.06	43.43
rps-21	6.93	10.25	3.86	3.29	0	1.84
rps-22	17.89	37.76	10.82	0.55	13.35	4.28
rps-23	83.98	130.56	102.02	28.54	77.27	43.43
rps-24	55.41	57.96	58.74	23.6	35.6	24.47
rps-25	70.99	34.25	49.08	13.72	2.83	11.01
rps-26	39.82	68.79	21.64	18.66	0	12.23
rps-27	13.85	15.22	0	3.84	7.69	1.84
rps-28	15.87	31.03	7.34	1.65	13.76	3.67
rps-29	45.88	58.55	31.3	8.23	7.69	12.85
rps-3	76.47	71.72	132.94	111.97	52.59	107.04
rps-30	18.18	70.55	0	10.43	46.52	12.23
rps-4	43	104.21	90.82	45.56	127.03	72.79
rps-5	48.77	88.7	37.1	21.96	49.76	29.97
rps-6	0	31.32	0	14.27	23.46	12.23
rps-7	22.8	56.79	10.82	15.92	26.7	25.69
rps-8	54.83	121.78	13.14	47.75	42.88	64.84
rps-9	108.79	162.76	77.29	40.62	33.98	63
rpt-1	523.19	460.47	476.49	604.88	667.13	502.8
rpt-2	500.39	409.83	510.5	565.36	479.41	382.3
rpt-3	318.01	475.69	370.99	452.29	457.16	475.27
rpt-4	427.09	353.62	461.81	369.4	383.93	374.96
rpt-5	370.24	402.8	397.27	566.46	350.35	526.04
rpt-6	219.03	234.48	84.63	134.48	224.94	184.73
rpy-1	0	1.17	0	0	0	0
rrbs-1	172.86	173.88	152.65	112.52	74.84	147.41
rrc-1	0	0.59	0	0	0	0
rrf-1	132.17	280.44	408.86	404.53	363.7	588.43
rrf-2	0	0.59	3.09	0	0	0
rrf-3	137.94	129.1	58.74	38.42	24.68	279.54
rrn-1.1	0	0	0	0	0	0
rrn-1.2	0	0	0	0	0	0
rrn-2.1	15.29	52.99	0.39	1.1	1.62	4.89
rrn-3.1	6345.23	4031.84	986.61	3003.54	839.88	2857.75
rrn-3.56	92.34	126.75	21.25	17.02	15.37	15.29
rsa-1	373.71	225.11	553.4	506.63	254.88	502.8
rsa-2	131.88	166.86	170.04	166.86	124.61	92.97
rsbp-1	0.29	7.03	52.94	1.1	0	0
rsd-2	171.41	159.25	219.5	511.57	349.14	292.99
rsd-3	75.61	35.42	12.37	96.06	101.95	114.38
rsd-6	370.53	373.24	434.37	287.62	214.42	341.93
rskd-1	327.25	214.87	246.56	507.18	95.48	455.09
rskn-1	273.28	204.91	264.72	255.78	342.67	434.29
rskn-2	3.17	50.06	0	39.52	0	58.11
rsks-1	9.52	0	0	1.65	7.28	12.85
rsp-1	126.11	192.03	302.59	211.32	233.03	162.09
rsp-2	123.51	162.76	293.7	223.4	284.81	206.75
rsp-3	580.62	779.55	948.74	474.24	978.64	423.28
rsp-4	198.83	361.24	218.34	160.83	345.09	154.14
rsp-5	153.23	144.32	213.32	139.97	229.79	118.66
rsp-6	370.24	405.15	349.74	203.09	447.45	206.13
rsp-7	2.6	4.1	36.33	52.14	10.52	21.41
rsp-8	190.75	252.05	162.7	66.42	215.23	57.5
rsr-1	78.2	68.21	57.58	25.8	136.34	14.07
rsr-2	15.01	15.51	6.18	6.04	0	0
rsy-1	63.78	38.06	40.58	49.4	32.77	19.57
rte-1	0	0	0	0	0	0
rte-2	0	0	0	0	0	0
rte-3	0	0	0	0	0	0
rte-4	0	0	0	0	0	0
rte-5	0	0	0	0	0	0
rtel-1	147.46	124.41	201.34	187.17	295.33	336.42
rtw-5	0	0	0	0	0	0
rtw-6	0	0	0	0	0	0
ruvb-1	430.56	285.42	431.28	355.13	468.89	309.51
ruvb-2	211.53	348.06	270.13	279.39	378.67	308.28
sac-1	349.76	278.98	170.04	216.81	190.15	548.06
sad-1	0	0	0	0	0	0
sago-1	39.25	60.3	38.26	51.05	13.76	71.57
sago-2	0	0	0	0	0	0
sams-1	0	0	0	0	0.4	0
sams-2	0.29	1.46	0	1.1	0	0.61
sams-3	253.95	263.46	205.21	170.71	195.4	194.51
sams-4	246.73	192.91	308.77	238.77	199.05	217.14
sams-5	0	0	0	0	0	0
san-1	142.85	98.07	237.67	216.26	215.63	192.07
sand-1	380.34	441.74	467.99	323.85	137.15	306.45
sap-49	27.7	51.23	66.08	58.73	42.88	66.06
saps-1	260.01	305.91	262.01	197.05	188.53	124.78
sar-1	426.81	460.18	137.96	211.32	429.24	243.45
sars-1	378.32	245.02	259.31	344.16	603.21	396.37
sars-2	36.07	90.46	102.02	88.37	0	70.95
sas-4	66.37	125.58	18.94	198.7	105.19	198.18
sas-5	208.64	152.81	497.75	440.76	608.87	382.3
sas-6	77.05	53.57	153.81	183.88	119.35	129.68
sav-1	127.55	10.83	46.37	8.23	4.85	57.5
sax-1	42.13	161.59	132.94	128.99	91.43	113.77
sax-2	191.9	103.63	256.22	228.89	124.2	119.89
sax-3	120.05	227.46	176.22	283.23	103.16	201.24
sax-7	452.49	381.14	302.59	306.83	4.05	140.07
sbds-1	171.99	144.03	221.82	64.77	271.06	97.26
sbp-1	13.27	1.76	0.39	19.21	0	71.57
sbt-1	0	0	0	0	0	0
sca-1	335.61	307.96	516.68	635.07	404.56	402.48
scav-1	0	0	0	0	0	0
scav-2	50.79	22.83	0	2.74	32.37	32.42
scav-3	143.71	129.1	67.24	157.53	94.26	93.59
scav-4	1.73	2.05	4.25	0	4.85	0
scav-5	0	0	0	0	0	0
scav-6	0	0	0	0	0	0
scc-1	120.91	97.77	219.89	269.51	141.6	252.62
scc-3	94.65	150.17	181.25	322.2	14.56	261.19
scd-1	121.78	38.64	27.44	91.12	21.44	54.44
scd-2	0	0	0	0	0	0
scl-1	0	0	0	0	0	0
scl-10	0	0	0	0	0	0
scl-11	0	0	0	0	0	0
scl-12	0	0	0	0	0	0
scl-13	0	0	0	0	0	0
scl-14	0	0	0	0	0	0
scl-15	0	0	0	0	0	0
scl-16	0	0	0	0	0	0
scl-17	0	0	0	0	0	0
scl-18	0	0	0	0	0	0
scl-19	0	0	0	0	0	0
scl-2	0	0	0	0	0	0
scl-20	0	0	0	0	0	0
scl-21	0	0	0	0	0	0
scl-22	0	0	0	0	0	0
scl-23	0	0	0	0	0	0
scl-24	0	0	0	0	0	0
scl-25	0	0	0	0	0	0
scl-26	0	0	0	0	0	0
scl-27	0	2.93	0	0.55	0	0
scl-3	0	0	0	0	0	0
scl-4	0	0	0	0	0	0
scl-5	0	0	0	0	0	0
scl-6	0	0	0	0	0	0
scl-7	0	0	0	0	0	0
scl-8	0	0	0	0	0	0
scl-9	0	0	0	0	0	0
scm-1	45.31	55.91	0.77	16.47	2.02	1.84
sco-1	67.53	114.17	150.33	46.66	57.45	59.94
scp-1	320.03	237.41	97	258.53	97.1	198.18
scpl-1	5.19	1.17	137.58	152.59	143.22	84.41
scpl-2	336.19	306.79	205.21	210.77	343.07	101.54
scpl-3	206.62	122.66	36.71	215.17	11.73	360.28
scpl-4	409.78	302.69	217.96	236.57	270.25	289.93
scrm-1	2.6	10.83	23.96	2.74	43.29	16.52
scrm-2	0	0	0	0	0	0
scrm-3	0	8.78	0	1.1	0	0
scrm-4	0	0	12.37	1.1	0	9.79
scrm-5	0	0	0	0	0	0
scrm-6	0	0	0	0	0	0
scrm-7	0	0	0	1.1	0	0
scrm-8	0	0	0	0	0	0
scrt-1	0	0	0	0	0	0
sdc-1	102.44	50.94	61.45	108.68	19.01	6.73
sdc-2	27.99	53.28	45.21	67.51	74.84	55.66
sdc-3	0	0.29	80.38	111.97	132.29	28.14
sdf-9	0	0	0	0	0	0
sdha-1	53.96	49.76	90.82	90.57	13.35	154.14
sdha-2	195.37	151.64	146.85	238.77	262.56	505.86
sdhb-1	125.82	85.19	114.78	174	286.03	128.45
sdhd-1	90.9	91.63	98.93	55.44	86.17	42.21
sdn-1	254.81	166.86	69.95	180.59	110.04	94.81
sdpn-1	23.95	11.42	0	35.13	0	5.51
sdz-1	0	0	0	0	0	1.22
sdz-10	0	0	0	0	0	0
sdz-11	0	0	0	0	0	0
sdz-12	0	0	0	0	0	35.48
sdz-13	57.14	2.34	0	0	0	0
sdz-14	0.29	0.29	0	0	0	0
sdz-15	0	0	0	0	0	0
sdz-16	0.29	0	0	0	0	0
sdz-18	0	0	0	0	0	0
sdz-19	0	0	0	0	0	0
sdz-2	0	31.91	0	0	0	0
sdz-20	0	0	0	0	0	0
sdz-21	0	0.29	0	1.1	0	0
sdz-23	0	0	0	0	0	0
sdz-24	0	0	0	1.65	0	0
sdz-25	0	0	0	0	0	0
sdz-26	0	0	0	0	0	0
sdz-27	0.58	4.68	0	14.82	0	0
sdz-28	0.87	0.29	0	0	0	0
sdz-29	0	0.29	0	0	0	0
sdz-3	0	0	0	0	0	0
sdz-30	0.87	0	0	0	0	0
sdz-31	0	0	0	0	0	0
sdz-32	0	0	0	0	0	0
sdz-33	0.29	0	0	0	0	0
sdz-34	0	0	0	0	0	0
sdz-35	0	0	0	0	0	0
sdz-36	0	0.29	0	0	0	0
sdz-37	49.92	52.69	17.78	18.66	0	12.23
sdz-38	1.15	14.93	27.44	0	0	0
sdz-4	0	0.29	0	0	0	0
sdz-5	0	0	0	0	0	0
sdz-6	0	0	0	0	0	0
sdz-7	7.5	7.9	0	2.2	0	5.51
sdz-8	0	0	0	0	0	0
sdz-9	0	3.81	0	0	0	0
sea-1	101.58	42.45	178.93	73	121.37	163.93
sea-2	58	29.57	0	29.09	0.4	21.41
sec-10	108.5	104.21	0	94.41	0	45.88
sec-12	170.84	175.35	185.88	141.61	146.05	170.05
sec-15	72.43	13.17	2.71	37.87	391.62	229.99
sec-16	17.03	79.92	92.36	267.86	64.33	186.56
sec-20	62.33	100.99	120.96	30.74	129.46	14.07
sec-22	66.66	63.82	40.19	40.62	35.6	4.28
sec-23	137.65	63.82	271.29	326.04	267.82	168.82
sec-24.1	415.55	403.39	308.39	302.44	476.58	385.97
sec-24.2	208.06	228.33	238.83	197.05	115.71	108.27
sec-3	175.17	165.4	161.15	98.8	29.13	61.78
sec-31	206.04	154.56	71.88	247.55	163.85	395.75
sec-5	227.4	167.44	155.74	229.44	142	269.75
sec-6	162.76	164.81	86.95	263.47	276.72	309.51
sec-8	143.13	150.17	184.34	150.4	52.19	121.72
secs-1	96.96	131.73	1.16	80.14	0	11.01
sedl-1	19.62	25.18	30.53	6.04	36.01	8.56
sek-1	47.33	63.82	0	0	0	37.31
sel-1	427.09	422.71	384.9	322.75	327.7	239.16
sel-10	482.79	563.22	441.33	593.9	638.4	744.41
sel-11	182.96	225.41	319.21	436.37	320.42	482.61
sel-12	53.68	34.84	6.18	60.93	0	6.73
sel-13	36.65	42.45	69.95	60.38	65.54	29.97
sel-2	148.04	166.86	139.9	206.38	255.28	211.03
sel-5	210.95	242.09	144.92	252.49	398.09	376.18
sel-7	0	0	0	0	0	0
sel-8	1.15	0	3.09	35.68	0.4	7.34
sel-9	204.89	156.03	207.52	123.5	167.89	98.48
selb-1	21.93	50.06	86.18	46.11	0.4	9.18
seld-1	34.63	39.52	32.08	11.53	46.52	75.24
sem-2	56.56	36.59	5.8	23.05	24.27	77.07
sem-4	0	0	0	0	0	0
sem-5	104.75	157.78	278.63	179.49	246.78	178.61
sep-1	71.28	70.84	138.35	227.24	42.07	69.73
sepa-1	1.73	0	0	0	0	0
ser-1	0	0	0	0	0	0
ser-2	0	0	0	0	0	0
ser-3	0	10.54	0	0	0	0
ser-4	0	0	0	0	0	0
ser-5	2.31	0.88	0	0	0	0
ser-6	0	0	0	0.55	0	0
ser-7	0	0	0	0	0	0
sesn-1	25.68	21.37	0	5.49	0.4	4.89
set-1	223.36	254.09	277.86	128.44	164.66	137.02
set-10	55.98	46.25	52.56	19.21	0	63
set-11	0	0	0	0	0	0
set-12	6.35	56.21	2.32	6.04	169.11	9.18
set-13	16.74	19.91	0	0	0	6.73
set-14	111.39	108.02	107.43	59.83	38.84	108.88
set-15	94.08	86.36	0.39	54.89	116.51	169.43
set-16	75.32	84.31	89.66	65.87	142.41	31.81
set-17	311.09	331.08	336.6	180.59	133.1	215.92
set-18	0	0	0	1.1	0	0
set-19	34.63	189.99	130.62	60.93	0.4	18.96
set-2	388.14	319.96	204.82	164.67	96.69	75.24
set-20	56.27	49.47	107.43	4.94	0	130.29
set-21	30.59	60.89	73.43	68.61	41.67	107.04
set-22	241.25	211.06	134.48	148.2	219.68	162.09
set-23	10.97	28.69	3.48	32.38	7.28	7.95
set-24	141.69	140.51	53.72	247	201.47	174.33
set-25	14.43	10.83	185.5	71.9	41.67	53.83
set-26	0	0	0.39	6.04	2.02	1.22
set-27	12.99	23.42	22.03	17.56	0	1.84
set-28	0	0	0	0	0	0
set-29	70.7	41.57	0	16.47	12.14	0
set-3	205.18	152.81	110.52	158.63	166.28	200.02
set-30	0	0	0	0	0	0
set-31	72.72	163.93	433.21	347.45	328.1	307.06
set-32	118.03	192.33	7.34	77.94	170.73	101.54
set-33	0.29	0	0	0	0	0
set-4	278.77	194.38	350.51	269.51	351.57	253.23
set-5	75.61	119.44	134.1	135.58	84.55	188.4
set-6	21.07	41.57	0	161.92	0	62.39
set-8	0	0	0	0	0	0
set-9	183.25	186.18	110.14	80.14	49.76	63
seu-1	93.5	118.56	394.57	219.56	537.26	248.95
sex-1	116.87	62.35	26.67	98.8	72.82	189.62
sfa-1	3.17	0	0	2.2	4.05	0
sft-1	0.29	0.88	0	0	0	3.67
sft-4	348.89	278.98	161.92	204.19	214.42	201.24
sfxn-1.1	0	0	0	0	0	0
sfxn-1.2	0	0	0	0	0	0
sfxn-1.3	0	0	0	0	0	0
sfxn-1.4	0	0	0	0	57.45	0
sfxn-1.5	58.58	66.45	75.74	110.33	31.15	86.25
sfxn-2	27.13	13.76	0.39	5.49	44.5	14.07
sfxn-5	0	0	0	0	0	0
sgca-1	0	0	0	0	0	0
sgcb-1	0	0	0	0	0	0
sgk-1	0	0	0	0	0	0
sgn-1	0	0	0	0	0	0
sgo-1	146.6	103.34	127.92	155.34	268.23	94.2
sgt-1	236.63	209.89	559.19	462.72	618.17	382.91
shc-1	0	24.59	53.33	10.43	0	3.06
shc-2	69.55	45.67	0	29.64	170.32	15.9
shk-1	0	1.46	0	0	0	0
shl-1	0	0	0	0	0	0
shn-1	0.29	15.81	0	21.96	0	33.64
shw-3	0	0	0	0	0	0
siah-1	10.1	10.25	7.34	1.65	4.85	0
sid-1	204.31	216.04	198.25	267.86	141.6	95.42
sid-2	0	0	0	1.65	0	0
sig-7	207.2	195.84	216.41	135.03	180.84	175.55
sin-3	210.95	194.96	295.63	373.8	198.64	404.93
sinh-1	1.44	5.56	2.71	2.2	0	0
sip-1	424.21	485.65	1344.46	631.78	1441.46	633.7
sir-2.1	283.09	382.9	486.93	398.5	237.48	384.74
sir-2.2	36.65	15.51	5.02	8.78	0	18.35
sir-2.3	10.39	0.29	51.78	6.04	1.62	6.73
sir-2.4	114.56	132.61	168.49	63.12	118.54	52.6
skn-1	331.29	333.43	249.26	484.67	396.47	419
sknr-1	0	0	0	0	0	0
skp-1	201.14	166.57	181.63	171.8	203.5	95.42
skpt-1	346	212.82	527.89	513.76	460.39	511.97
skr-1	272.99	349.23	218.34	216.26	313.94	264.86
skr-10	1.44	12.59	0	1.1	0	0
skr-11	0	0	0	0	0	0
skr-12	9.81	0	0	0	0	0
skr-13	22.8	3.51	0	0	3.24	3.06
skr-14	70.12	71.72	45.21	4.94	79.29	17.74
skr-15	23.95	48.59	7.73	15.37	8.09	19.57
skr-16	153.52	68.79	103.57	46.11	1.62	36.09
skr-17	203.45	219.26	166.17	113.07	118.94	92.97
skr-18	60.89	91.92	15.46	30.74	101.95	29.97
skr-19	1.15	23.42	2.71	1.65	0	0
skr-2	275.59	351.28	206.36	156.43	332.15	173.72
skr-20	25.97	18.44	22.8	0	0	7.34
skr-21	5.77	1.46	0	0	0.4	0
skr-3	7.79	11.71	15.46	6.04	21.04	3.67
skr-4	0	0	0	0	0	0
skr-5	0	0.59	0	0	0	0
skr-6	0	0	0	0	0	0
skr-7	91.48	90.75	84.63	69.16	76.46	58.11
skr-8	1.73	0.29	0	0	0	0
skr-9	0.29	0	0	0	0	0
slcf-1	0	0	0	0	0	0
slcf-2	0	0	0	0	0	0
sli-1	93.79	113.58	155.35	116.91	76.46	76.46
slo-1	0	0	0	0	0	0
slo-2	0	0	0	0	0	0
slr-2	192.48	159.83	80.38	122.4	38.84	206.13
sls-1.1	0	0	0	0	0	0
sls-1.10	0	0	0	0	0	0
sls-1.11	0	0	0	0	0	0
sls-1.12	0	0	0	0	0	0
sls-1.2	0	0	0	0	0	0
sls-1.3	0	0	0	0	0	0
sls-1.4	0	0	0	0	0	0
sls-1.5	0	0	0	0	0	0
sls-1.6	0	0	0	0	0	0
sls-1.7	0	0	0	0	0	0
sls-1.8	0	0	0	0	0	0
sls-1.9	0	0	0	0	0	0
sls-2.1	0	0	0	0	0	0
sls-2.10	0	0	0	0	0	0
sls-2.11	0	0	0	0	0	0
sls-2.12	0	0	0	0	0	0
sls-2.13	0	0	0	0	0	0
sls-2.14	0	0	0	0	0	0
sls-2.15	1.44	0	0	0.55	0	0
sls-2.16	0	0	0	0	0	0
sls-2.17	0	0	0	0	0	0
sls-2.18	0	0	0	0	0	0
sls-2.19	0	0	0	0	0	0
sls-2.2	0	0	0	0	0	0
sls-2.3	0	0	0	0	0	0
sls-2.4	0	0	0	0	0	0
sls-2.5	0	0	0	0	0	0
sls-2.6	0	0	0	0	0	0
sls-2.7	0	0	0	0	0	0
sls-2.8	0	0.29	0	0	0	0
sls-2.9	0	0	0	0	0	0
slt-1	0	0	0	0	0	0
slx-1	230.57	197.89	98.54	204.19	103.97	212.86
sma-1	51.37	88.41	67.24	123.5	79.7	122.34
