	logFC	logCPM	PValue
dom-3	-1.48	6.13	0.295
dpf-3	-0.306	9.17	0.517
dpf-4	-0.14	7.48	0.858
dpf-5	-0.0167	7.45	0.987
dpf-7	0.0622	7	0.955
dph-1	0.353	6.17	0.815
dph-2	1.98	5.27	0.242
dpl-1	0.586	8.06	0.349
dpm-1	-1.85	6.22	0.171
dpm-3	-0.455	4.34	0.806
dpy-10	-0.695	5.68	0.711
dpy-11	-0.303	7.06	0.742
dpy-14	2.54	2.48	0.266
dpy-17	3.78	3.3	0.106
dpy-18	-0.334	4.83	0.855
dpy-19	-1.75	5.75	0.298
dpy-21	0.907	7.57	0.221
dpy-22	-0.473	7.07	0.609
dpy-23	0.515	6.36	0.672
dpy-26	0.743	7.53	0.305
dpy-27	-1.05	6.96	0.278
dpy-28	-0.613	6.98	0.511
dpy-30	0.0545	7.33	0.951
dpy-9	3.28	2.94	0.158
dpyd-1	-0.218	4.03	0.942
dre-1	0.759	7.75	0.534
drh-1	-0.863	7.23	0.393
drh-3	-0.0552	7.89	0.935
dro-1	-4.41	3.88	0.0506
drp-1	-0.14	8.26	0.808
drr-2	0.817	7.42	0.323
drsh-1	-0.721	8.23	0.237
dsh-1	0.335	7.63	0.628
dsh-2	0.608	8.57	0.242
dsl-2	1.58	4.49	0.46
dss-1	0.187	7.03	0.84
duo-1	-1.73	6.03	0.281
duo-3	0.0416	7.21	0.976
dut-1	0.059	9.42	0.901
DY3.8	-0.787	8.07	0.205
dyb-1	-1.23	5.19	0.495
dyci-1	-0.21	8.07	0.721
dylt-1	0.362	6.43	0.754
dyn-1	1.13	6.1	0.395
dyrb-1	0.841	4.77	0.604
dys-1	-1.34	4.13	0.488
E_BE45912.2	-1.42	4.73	0.447
E01A2.1	-1.5	6.39	0.289
E01A2.2	-0.359	8.66	0.461
E01A2.5	0.147	6.04	0.919
E01A2.6	0.471	8.53	0.338
E01B7.1	-0.491	6.01	0.701
E01B7.2	0.0553	4.79	0.986
E01G4.3	-0.265	6.6	0.819
E02D9.1	0.065	7.14	0.943
E02H1.1	-0.0548	6.01	0.971
E02H1.2	0.92	7.54	0.203
E02H1.5	1.21	6.57	0.301
E02H1.6	1.56	5.01	0.334
E02H1.8	0.429	4.09	0.84
E02H4.6	-0.967	5.79	0.506
E02H9.3	-0.197	6.02	0.895
E02H9.5	3.72	3.26	0.111
E04A4.5	-0.00748	7.28	0.995
E04D5.1	0.115	9.29	0.807
eaf-1	-0.286	8.14	0.645
eak-7	0.281	7.39	0.723
ears-1	1.27	5.35	0.495
ears-2	0.213	3.6	0.944
eat-16	-2.97	5.49	0.0586
eat-20	-0.103	6.92	0.922
eat-3	-0.467	7.83	0.47
eat-6	0.387	9.68	0.505
ebp-2	-0.372	6.96	0.698
ech-2	0.487	6.65	0.658
ech-3	0.376	6.86	0.699
ech-4	-0.877	6.78	0.393
ech-6	-0.553	6.62	0.631
ect-2	0.167	7.99	0.79
edc-3	0.528	8.98	0.268
eea-1	-0.236	7.16	0.792
EEED8.10	-0.742	7.71	0.289
EEED8.14	1.17	8.19	0.0601
EEED8.15	2.25	6.08	0.167
EEED8.16	0.716	7.99	0.239
EEED8.2	1.44	5.73	0.476
EEED8.3	-0.131	9.16	0.805
eef-1A.1	0.261	10.8	0.56
eef-1A.2	0.0736	6.85	0.962
eef-1B.1	0.0632	10.1	0.919
eef-1B.2	0.617	7.87	0.344
eef-1G	-0.213	10.9	0.643
eef-2	0.0877	9.53	0.859
eel-1	-0.0438	9.03	0.927
efa-6	-0.516	7.68	0.449
efk-1	-0.0396	7.67	0.962
efl-1	-0.403	7.31	0.643
efn-2	-0.366	3.89	0.853
efn-4	0.687	3.95	0.753
eftu-2	-0.485	8.83	0.326
egal-1	5.47	4.73	0.0246
EGAP2.1	-1.39	5.75	0.32
egg-1	0.751	7.32	0.369
egg-2	1.7	6.4	0.375
egg-3	0.834	8.33	0.279
egg-4	-0.00831	6.62	1
egg-5	0.632	6.81	0.525
egl-18	0.489	6.33	0.683
egl-26	-0.394	7.27	0.653
egl-27	-1.1	7.4	0.283
egl-30	-0.644	6.52	0.568
egl-4	-0.085	7.86	0.904
egl-44	2.96	2.74	0.201
egl-45	-0.225	8.99	0.636
egl-6	-0.0445	5.4	0.992
egl-8	0.272	4.51	0.907
egl-9	0.241	6.75	0.817
ego-1	0.202	8.69	0.743
ego-2	-2.37	6.15	0.122
egrh-1	-1.32	6.91	0.198
egrh-2	0.559	3.47	0.807
egrh-3	-2.26	2.61	0.338
ehbp-1	-1.34	8.48	0.0473
ehs-1	0.335	8.13	0.577
eif-1	0.109	6.93	0.916
eif-1.A	0.443	7.84	0.505
eif-3.B	0.31	7.18	0.716
eif-3.C	-0.271	9.09	0.623
eif-3.D	-1.19	7.28	0.158
eif-3.E	-0.197	5.45	0.899
eif-3.F	-0.123	7.56	0.884
eif-3.G	-0.727	5.51	0.626
eif-3.H	0.551	5.54	0.704
eif-3.I	-2.36	5.36	0.148
eif-3.J	-0.364	6.51	0.753
eif-3.K	0.0929	7.1	0.919
eif-6	0.631	7.14	0.481
ekl-1	-0.245	6.99	0.798
ekl-4	0.131	7.34	0.877
ekl-5	-0.0763	8.29	0.896
ekl-6	0.406	8.05	0.505
elb-1	-0.725	5.22	0.646
elks-1	0.523	6.97	0.583
ell-1	-0.481	7.3	0.57
elo-1	-0.115	8.19	0.84
elo-2	0.937	5.9	0.513
elo-3	-2.71	2.63	0.23
elo-6	0.0499	4.1	1
elpc-1	-0.0683	8.15	0.916
elpc-2	-0.0258	6.58	0.986
elpc-3	2.54	7.25	0.0187
elpc-4	2.54	6.36	0.0965
elt-1	1.15	5.33	0.585
elt-6	0.385	3.63	0.864
elt-7	0.433	4.26	0.837
emb-27	0.546	7.64	0.498
emb-30	0.847	7.65	0.377
emb-4	0.279	6.57	0.802
emb-5	-0.616	8.52	0.302
emb-8	0.34	8.24	0.585
emo-1	0.141	6.14	0.92
emr-1	0.938	6.32	0.432
end-1	-3.55	3.2	0.0933
eng-1	1.31	4.15	0.487
enol-1	0.448	9.99	0.335
ent-1	-0.242	8.7	0.627
ent-2	0.348	7.17	0.699
ent-3	-3.57	3.21	0.121
eor-1	-1.87	7.75	0.0312
eor-2	-0.482	7.41	0.565
epc-1	-0.277	6.58	0.808
epg-2	-3.29	3.01	0.144
epg-4	0.149	8.46	0.776
epn-1	0.126	8.18	0.825
eps-8	-4.06	5.29	0.0305
ercc-1	0.149	6.74	0.892
erd-2	-2.95	7.08	0.00271
ergo-1	-0.292	9.12	0.552
eri-1	0.139	6.85	0.909
eri-3	0.833	6.46	0.486
eri-5	-0.657	6.29	0.594
eri-7	0.00573	7.24	1
eri-9	-0.521	7.47	0.487
erl-1	0.292	7.4	0.713
erm-1	-1.62	7.76	0.0168
ero-1	0.933	7.63	0.247
erp-1	-0.34	6.25	0.793
erv-46	-1.35	6.23	0.315
ess-2	-1.05	7.51	0.154
esyt-2	0.665	5.46	0.711
etr-1	-0.273	7.44	0.72
evl-14	-0.523	7.77	0.427
evl-20	-0.00862	4.1	1
exc-4	1.5	3.18	0.47
exc-5	0.817	3.96	0.707
exc-7	-3.57	3.21	0.121
exc-9	4.29	3.71	0.0711
exl-1	-0.147	5.62	0.926
exo-1	0.151	7.7	0.827
exo-3	0.0604	6.85	0.961
exoc-7	-1.12	6.57	0.312
exoc-8	0.242	8.1	0.693
exos-1	-0.763	5.61	0.621
exos-2	1.53	6.9	0.155
exos-3	0.793	6.7	0.461
exos-4.1	0.244	6.71	0.821
exos-4.2	1.73	3.86	0.408
exos-7	-1.8	5.08	0.321
exos-8	0.292	7.82	0.672
exos-9	0.11	6.76	0.925
eya-1	2.1	3.8	0.302
F01D4.5	0.312	6.77	0.79
F01F1.1	-0.596	5.74	0.724
F01F1.11	0.0988	9.3	0.838
F01F1.15	1.01	4.64	0.536
F01F1.2	0.329	6.97	0.761
F01F1.3	2.54	2.48	0.267
F01F1.9	-0.883	6.22	0.478
F01G4.3	-0.203	7.64	0.781
F01G4.4	0.684	6.93	0.519
F01G4.5	-4.05	4.12	0.0639
F01G4.6	-0.0995	9.52	0.829
F02A9.4	0.119	8.65	0.806
F02D10.6	-0.438	4.05	0.835
F02E11.3	3.94	3.42	0.0964
F02E8.4	0.635	9.18	0.185
F02E9.1	-0.976	6.13	0.463
F02E9.10	0.796	8.28	0.165
F02E9.3	4.16	3.61	0.0794
F02E9.5	0.117	7.27	0.902
F02E9.7	0.807	7.35	0.31
F02E9.9	-1.53	7.11	0.0906
F02H6.2	-0.00953	7.98	0.992
F02H6.3	-0.606	7.5	0.521
F02H6.4	0.145	7.19	0.867
F07A11.2	-0.405	7.21	0.664
F07A5.2	3.48	3.09	0.136
F07A5.4	-3.73	3.33	0.107
F07C6.4	0.0481	6.43	0.972
F07E5.5	1.83	3.57	0.35
F07F6.4	1.44	6.81	0.159
F07F6.8	0.448	7.04	0.631
F07H5.10	0.339	7.21	0.69
F07H5.5	-0.307	7	0.769
F08A8.8	2.74	2.6	0.246
F08B12.1	-0.281	3.2	0.92
F08B4.7	-0.155	7.33	0.863
F08B6.3	0.709	4.84	0.71
F08C6.2	-1.02	6.71	0.345
F08D12.1	-0.324	6.39	0.781
F08F3.6	0.143	9.03	0.767
F08F3.9	-2.19	3.68	0.264
F08F8.10	1.32	7.14	0.143
F08F8.2	0.469	7.87	0.529
F08F8.4	0.217	7.9	0.73
F08F8.7	1.03	5.95	0.452
F08F8.9	-0.238	8.07	0.744
F08G12.1	-1.59	3.61	0.451
F08G12.2	0.159	8.24	0.772
F08G12.3	0.762	5.96	0.573
F08G12.5	-0.397	3.87	0.866
F08G2.4	0.0855	3.38	1
F08G2.7	-2.28	4.48	0.219
F08G5.1	-0.0896	7.84	0.894
F09A5.4	2.16	6.43	0.083
F09C8.2	0.301	5.19	0.873
F09D1.1	-0.283	7.68	0.676
F09E5.11	1.26	6.19	0.328
F09E5.2	-0.852	7.46	0.26
F09E5.3	1.62	5.47	0.357
F09E5.7	0.883	7	0.342
F09E5.8	-0.31	5.15	0.848
F09E8.2	0.0842	7.44	0.915
F09F7.3	0.378	8.81	0.492
F09F7.4	-1.52	6.09	0.35
F09G2.1	-0.108	3.14	1
F09G2.2	-0.222	7.95	0.723
F09G2.3	-1.03	3.83	0.578
F09G2.8	-0.655	7.41	0.426
F09G2.9	-0.226	8.56	0.658
F09G8.3	-0.322	5.22	0.851
F10A3.17	-0.963	2.75	0.634
F10B5.2	-0.587	5.97	0.67
F10B5.8	-0.214	8.44	0.716
F10C2.4	-0.102	8.08	0.87
F10C2.5	-0.518	6.24	0.703
F10C5.2	-0.908	7.45	0.248
F10D11.2	-0.293	9.14	0.549
F10D7.2	-3.36	4.95	0.078
F10D7.3	2.61	2.52	0.267
F10D7.5	-1.77	6.41	0.245
F10E7.2	0.684	4.89	0.733
F10E7.5	0.848	7.65	0.252
F10E7.6	-0.0611	6.13	0.969
F10E9.11	0.0715	5.11	0.979
F10E9.3	0.291	7.96	0.646
F10E9.4	0.416	7.23	0.622
F10E9.5	0.072	7.81	0.921
F10E9.7	-1.02	6.19	0.417
F10G2.4	-4.81	4.21	0.0228
F10G7.10	-0.809	6.8	0.486
F10G7.5	1.1	5.73	0.436
F10G7.9	-0.2	7.42	0.806
F10G8.6	1	6.85	0.398
F10G8.8	-4.06	3.79	0.0395
F10G8.9	-1.08	5.87	0.519
F11A10.5	0.239	8.56	0.678
F11A10.6	1.2	6.08	0.466
F11A10.7	-0.0368	5.91	0.986
F11A3.2	1.44	5.85	0.41
F11A5.9	-2.71	4.8	0.21
F11C1.1	-1.93	3.19	0.331
F11C1.5	-0.861	6.31	0.602
F11C1.7	-0.126	4.91	0.955
F11D5.1	1.56	4.31	0.459
F11E6.7	0.0718	9.24	0.885
F11G11.5	-0.591	7.72	0.379
F12A10.8	1.32	6.81	0.197
F12E12.1	0.477	5.72	0.747
F12E12.11	-4.78	4.5	0.028
F12F6.1	-0.447	8.63	0.52
F12F6.7	-0.0343	8.5	0.948
F13A7.14	-0.612	6.03	0.671
F13B12.1	0.0448	8.72	0.93
F13B12.6	1.55	6.35	0.222
F13B9.1	0.0428	6.15	0.98
F13C5.1	0.489	3.53	0.849
F13C5.2	-0.861	5.67	0.666
F13D12.3	-2.51	2.76	0.297
F13D12.5	0.396	7.19	0.666
F13E6.1	-0.966	5.3	0.55
F13E6.3	1.93	4.53	0.312
F13E6.5	-0.335	4.57	0.88
F13E9.1	0.702	8.21	0.192
F13E9.11	4.2	3.63	0.0774
F13G3.10	0.892	5.31	0.586
F13G3.11	-2.35	4.79	0.2
F13G3.6	4.08	3.81	0.0362
F13G3.7	-0.536	7.61	0.496
F13H10.3	-0.155	8.16	0.775
F13H10.4	-0.563	8.7	0.253
F13H10.8	-0.907	5.14	0.57
F13H6.3	-2.61	5	0.154
F13H6.4	-2.49	2.5	0.268
F13H8.2	0.665	7.84	0.389
F13H8.8	-3.42	3.11	0.131
F13H8.9	-1.56	3.44	0.465
F14B4.1	2.68	2.78	0.201
F14B4.2	0.598	9.71	0.216
F14B4.3	0.354	8.98	0.448
F14B6.2	-3.46	3.13	0.131
F14B6.3	-0.516	3.89	0.822
F14B8.2	1.95	3.9	0.322
F14D12.1	-0.168	3.16	0.958
F14D2.11	-0.444	4.42	0.814
F14D2.15	1.52	5.36	0.339
F14D7.2	-0.666	7.99	0.266
F14E5.2	0.115	9.29	0.806
F14F11.1	1.97	6.05	0.247
F14H3.3	-1.84	6.27	0.148
F14H3.4	-1.13	7.91	0.0824
F14H3.5	-0.0281	7.26	0.978
F14H3.6	-1.19	9.08	0.0245
F15A4.10	0.22	3.77	0.941
F15A4.2	1.35	2.73	0.51
F15B10.1	0.81	7.65	0.28
F15B10.3	-1.98	2.65	0.325
F15B9.10	2.9	5.89	0.0912
F15C11.2	-0.158	8.01	0.8
F15D3.4	2.96	2.74	0.202
F15D3.6	0.215	4.41	0.91
F15D3.7	0.584	6.35	0.648
F15D4.2	0.697	5.5	0.634
F16A11.1	-0.789	8.61	0.116
F16A11.2	2.01	7.4	0.0157
F16B12.4	-0.465	3.58	0.846
F16B12.6	-1.17	7.7	0.104
F16D3.4	-0.109	8.03	0.868
F16H11.1	1.73	3.23	0.431
F16H11.3	-0.678	7.04	0.449
F17A2.13	0.352	6.65	0.757
F17A9.2	0.775	7.86	0.254
F17A9.4	-4.74	4.46	0.0223
F17C11.10	0.0156	8.86	0.978
F17C11.4	-4.73	4.15	0.0249
F17C11.7	0.23	8.01	0.722
F17C8.9	4.16	3.61	0.0794
F17E5.2	-0.761	2.92	0.731
F17H10.1	2.27	6.99	0.0279
F17H10.3	-0.407	5.58	0.845
F18A1.6	0.512	8.31	0.489
F18A1.7	0.0595	9.52	0.904
F18A1.8	0.159	7.14	0.868
F18A11.3	-1.03	4.36	0.576
F18C12.3	0.465	7.06	0.623
F18C5.10	-0.232	6.39	0.85
F18F11.5	-4.39	3.85	0.0623
F18H3.1	-0.112	5.07	0.956
F18H3.4	-0.142	6.1	0.936
F19B10.1	0.0377	5.1	0.988
F19B10.10	-0.178	7.39	0.868
F19B10.2	-0.443	7.33	0.584
F19B6.1	-0.0638	8.39	0.904
F19C6.2	-1.73	4.36	0.338
F19C7.3	2.54	2.48	0.267
F19F10.10	-0.535	7.97	0.505
F19F10.11	0.13	7.85	0.868
F19F10.12	-0.54	7.08	0.572
F19F10.9	-0.059	8.62	0.904
F19H6.4	0.0741	6.81	0.948
F20A1.2	-2.99	3.07	0.2
F20A1.9	0.908	7.26	0.272
F20C5.3	-2.56	4.64	0.178
F20C5.6	0.226	4.89	0.91
F20D1.1	0.195	6.89	0.853
F20D1.3	0.139	7.44	0.871
F20D1.9	-2.08	5.63	0.165
F20D12.2	0.426	8.01	0.481
F20D6.11	1.14	5.91	0.401
F20G2.2	0.305	4.73	0.867
F20H11.1	1.45	6.58	0.232
F21A10.2	-1.19	7.51	0.173
F21A3.5	0.229	5.66	0.895
F21C10.10	-0.397	4.68	0.818
F21C3.6	-2.66	2.6	0.248
F21D5.1	0.113	9.23	0.819
F21D5.2	-0.0223	9.03	0.967
F21D5.4	1.09	4.15	0.566
F21D5.5	-0.847	6.87	0.418
F21D5.6	0.216	7.65	0.757
F21D5.7	0.0466	8.43	0.93
F21D5.8	-0.732	3.48	0.734
F21F3.4	-1.25	4.65	0.53
F21F3.6	0.017	8.51	0.975
F21F3.7	-0.305	6.99	0.744
F21F8.11	2.61	2.52	0.267
F21G4.4	-0.0481	5.72	0.976
F21G4.5	-4.42	3.88	0.0605
F21G4.6	-3.27	5.56	0.0598
F21H12.1	-0.305	7.88	0.634
F21H12.6	0.0587	8.67	0.913
F22B3.4	0.724	5.37	0.728
F22B5.10	0.188	7.87	0.799
F22B7.9	2.65	5.26	0.215
F22B8.7	0.936	4.13	0.655
F22D3.2	-1.2	7.48	0.353
F22D6.2	0.206	9.19	0.671
F22D6.9	2.13	5.85	0.224
F22E5.1	5.71	4.96	0.0198
F22E5.17	0.575	8.4	0.285
F22E5.20	-0.168	3.16	0.958
F22E5.9	0.0466	4.76	1
F22F7.1	2.33	6.29	0.132
F22G12.4	-0.368	5.88	0.812
F22G12.5	-2.67	6.67	0.0174
F23A7.1	-2.46	2.49	0.294
F23A7.4	-0.107	7.73	0.91
F23A7.8	-0.19	8.33	0.825
F23B12.5	0.575	8.59	0.275
F23B12.7	0.196	8.66	0.713
F23C8.5	-0.765	6.76	0.454
F23C8.6	-0.0325	6.84	0.98
F23C8.9	0.121	6.33	0.927
F23D12.2	-0.0307	6.91	0.982
F23F1.10	0.883	4.5	0.612
F23F1.4	-3.16	2.92	0.168
F23F1.5	-0.216	7.78	0.759
F23F1.7	2.61	2.52	0.267
F23F1.9	1.53	6.98	0.226
F23H11.2	1.65	7.13	0.0672
F23H11.3	0.107	7.89	0.877
F23H11.4	-0.472	7.06	0.646
F23H11.5	1.09	5.95	0.426
F25B3.6	0.24	9.05	0.612
F25B4.1	0.0814	5.97	0.956
F25B4.2	0.212	7.87	0.742
F25B4.4	-2.78	3.87	0.159
F25B4.5	-0.478	8.22	0.398
F25B4.6	-3.12	3.16	0.173
F25B4.7	0.622	7.65	0.364
F25B5.2	-1.37	7.91	0.0304
F25B5.3	0.265	8.32	0.618
F25B5.5	-1.64	5.69	0.252
F25B5.6	0.216	9.01	0.689
F25D7.4	-0.0261	6.15	0.994
F25E5.1	0.992	6.56	0.401
F25E5.5	3.02	3.01	0.15
F25G6.8	0.731	6.47	0.53
F25G6.9	-0.67	8.64	0.223
F25H2.12	2.64	5.38	0.121
F25H2.2	-1.32	6.94	0.168
F25H2.4	-0.465	7.04	0.613
F25H2.5	0.216	10.3	0.685
F25H2.6	-0.0933	8.5	0.873
F25H2.7	-0.415	5.62	0.793
F25H5.5	0.352	8.03	0.564
F25H5.6	2.16	4.68	0.215
F25H8.1	0.484	8.79	0.381
F25H8.2	-0.0379	8.39	0.946
F25H9.2	-0.31	6.01	0.878
F25H9.6	-0.535	7.07	0.55
F25H9.7	-1.51	5.37	0.349
F26A1.1	-0.174	7.73	0.799
F26A1.13	1.38	4.55	0.472
F26A3.1	0.734	5.62	0.641
F26A3.7	-0.43	6.4	0.716
F26B1.2	0.683	9.45	0.141
F26D10.11	-4.26	3.75	0.0692
F26D11.1	-1.52	2.94	0.474
F26E4.12	1.19	5.17	0.486
F26E4.4	0.17	8.75	0.734
F26E4.6	0.657	6.1	0.629
F26E4.7	-4.26	3.75	0.0693
F26F2.7	0.0764	6.34	0.957
F26F4.12	-0.629	6.2	0.62
F26F4.5	0.767	7.82	0.259
F26F4.6	-0.481	7.31	0.563
F26F4.9	-0.449	7.48	0.556
F26G1.1	-0.125	8.21	0.852
F26G5.1	-0.429	7.83	0.505
F26H11.4	3.25	2.92	0.157
F26H11.6	0.817	6.68	0.447
F26H9.2	0.548	7.23	0.521
F26H9.4	-0.37	4.89	0.835
F26H9.5	-0.774	5.74	0.579
F27B3.7	3.86	3.85	0.0894
F27C1.2	-0.379	7.44	0.612
F27C1.4	1.34	3.67	0.472
F27C1.6	0.961	7.81	0.148
F27C8.6	0.471	10.3	0.303
F27D4.1	0.116	7.5	0.878
F27D4.4	0.432	8.19	0.446
F27D4.6	3.82	3.52	0.0863
F27D4.7	-2.04	3.62	0.284
F27D4.8	0.419	4.86	0.814
F28B3.10	0.568	2.85	0.777
F28B3.4	-0.148	5.44	0.932
F28B3.5	-0.0665	9.23	0.897
F28B3.6	-1.12	5.98	0.412
F28C1.1	-0.605	7.22	0.478
F28C1.3	-0.649	6.94	0.488
F28C10.3	-0.986	6.84	0.489
F28C6.1	4.71	4.78	0.047
F28C6.2	0.0271	6.93	0.986
F28C6.4	-1.33	6.96	0.158
F28C6.8	2.17	6.29	0.101
F28D1.1	-0.28	7.63	0.696
F28D1.2	-0.862	5.85	0.559
F28D9.4	-1.27	3.92	0.48
F28F8.5	-0.788	6.72	0.463
F28F8.9	0.0429	4.23	1
F28H1.1	2.23	3.18	0.296
F28H6.4	-0.639	6.9	0.562
F28H6.6	0.0705	5.28	0.97
F28H7.4	-0.555	3.44	0.803
F29A7.6	-0.211	3.77	0.943
F29B9.10	0.442	3.26	0.831
F29B9.11	-0.708	5.38	0.634
F29B9.2	-0.00468	8.28	0.997
F29C12.4	1.03	7.48	0.352
F29C4.2	0.969	5.12	0.545
F29C4.7	0.859	7.78	0.196
F29G9.2	-0.00945	8.99	0.987
F30A10.1	2.1	4.72	0.241
F30A10.15	-2.53	5.33	0.15
F30A10.3	-0.105	7.85	0.874
F30A10.9	0.28	4.55	0.888
F30B5.4	0.355	7.53	0.629
F30F8.1	0.234	9.35	0.612
F30F8.10	1.53	3.04	0.438
F30F8.3	0.496	8.1	0.396
F30F8.5	-1.02	6.46	0.428
F30F8.9	-0.312	7.09	0.745
F31A3.5	-0.177	6.13	0.893
F31B9.3	-3.12	4.48	0.0921
F31C3.2	-0.0917	7.98	0.89
F31C3.3	-0.117	7.52	0.88
F31C3.4	-0.512	8.25	0.338
F31D4.2	-0.538	5.87	0.729
F31D4.9	-0.484	4.22	0.792
F31D5.4	-4.83	4.64	0.0412
F31E3.4	-1.05	8.28	0.0633
F31E8.4	-4.47	5.15	0.0185
F31F6.1	-1.02	4.02	0.644
F31F6.2	0.988	5.89	0.568
F32A11.1	-0.0503	7.2	0.959
F32A5.8	0.247	3.74	0.92
F32A5.9	-1.85	4.47	0.319
F32A7.4	0.0121	8.77	0.981
F32A7.5	-2.58	4.83	0.173
F32B5.6	-2.66	2.77	0.202
F32B6.2	1.46	7.87	0.0318
F32B6.3	0.0475	6.89	0.964
F32B6.9	0.0893	4.78	0.972
F32D1.2	0.00337	4.99	1
F32D1.5	-0.0813	9.16	0.866
F32D1.6	-1.46	7.54	0.0461
F32D1.7	0.194	8.04	0.756
F32D8.12	1.05	5.17	0.538
F32D8.14	-0.0428	8.93	0.939
F32D8.4	0.942	4.73	0.621
F32D8.5	-0.0261	7.91	0.971
F32E10.2	-1.03	7.09	0.262
F32E10.5	-2.33	6.69	0.104
F32E10.6	0.116	8.52	0.818
F32E10.9	-1.29	3.74	0.533
F32H2.10	-0.289	5.34	0.863
F33A8.10	0.492	3.36	0.841
F33A8.4	0.0627	7.67	0.934
F33D11.10	0.0255	8.72	0.961
F33D11.12	-0.929	7.97	0.131
F33D11.9	-0.91	8.65	0.0758
F33D4.4	0.385	8.01	0.554
F33D4.5	0.287	7.54	0.717
F33D4.7	0.0795	5.22	0.97
F33D4.8	1.1	5.21	0.518
F33E11.2	0.752	7.42	0.43
F33E11.3	-0.809	6.36	0.502
F33E11.6	0.667	5.31	0.673
F33E2.5	5.42	5.09	0.00838
F33G12.2	0.568	7.28	0.509
F33G12.3	-0.11	7.16	0.905
F33G12.5	-0.584	8.02	0.327
F33G12.6	-2.74	5.27	0.189
F33H1.3	0.058	7.23	0.949
F33H1.4	-0.627	7.27	0.617
F33H2.2	0.0158	8.62	0.986
F33H2.3	-0.215	6.57	0.847
F33H2.5	-0.0641	7.98	0.923
F33H2.6	0.914	6.24	0.468
F33H2.8	-2.99	2.81	0.189
F34D10.2	-1.59	7.05	0.112
F34D10.3	-2.7	2.88	0.246
F34D10.4	0.324	6.93	0.734
F34D10.9	-2.58	2.56	0.247
F35C11.5	0.294	7.97	0.629
F35C5.1	-2.8	2.69	0.215
F35C8.2	-3.52	3.17	0.126
F35D11.3	1.11	4.32	0.601
F35D11.4	1.52	3.11	0.49
F35D11.5	2.21	5.08	0.201
F35D2.3	-2.76	3.12	0.162
F35F10.1	3.37	3.01	0.15
F35F11.1	-0.531	7.46	0.48
F35G12.11	0.465	6.61	0.675
F35G12.12	1.15	8.12	0.04
F35G12.2	0.107	8.58	0.834
F35G12.4	-1.37	7.63	0.0971
F35G12.5	-0.755	5.1	0.647
F35G12.7	-0.766	6.23	0.544
F35G2.1	0.169	9.12	0.761
F35G2.2	-0.607	5.36	0.7
F35G2.3	2.86	3.92	0.181
F35H10.10	3.03	5.7	0.148
F35H10.5	0.331	3.73	0.881
F35H10.6	0.969	5.79	0.51
F35H10.7	-0.318	7.19	0.72
F35H12.4	1.97	7.04	0.0536
F35H12.5	2.64	4.71	0.196
F36A2.13	-0.629	9.14	0.187
F36A2.2	-0.0909	6.74	0.937
F36A2.7	0.0434	6.96	0.972
F36A2.9	-0.464	8.33	0.391
F36D1.1	-0.00279	4.36	1
F36D1.9	2.64	2.76	0.174
F36D3.1	-0.195	6.22	0.883
F36D4.2	-0.306	3.96	0.887
F36D4.5	0.699	8.17	0.23
F36G3.1	-3.03	2.84	0.179
F36G3.2	0.0306	5.71	0.993
F36H12.2	0.425	4.44	0.818
F36H2.2	-0.0671	8.99	0.892
F37A4.1	0.668	8.48	0.185
F37A4.2	-0.00944	7.36	0.992
F37B12.3	0.312	8.07	0.591
F37B4.10	-0.872	7.38	0.436
F37C12.1	-0.999	6.74	0.416
F37C12.3	0.414	6.78	0.698
F37C4.5	1.49	6.57	0.242
F37D6.2	-0.163	8.46	0.781
F37F2.2	-0.169	3.86	0.946
F37H8.5	3.2	2.89	0.167
F38A1.8	-0.29	3.31	0.881
F38A5.1	-0.0558	8.03	0.931
F38A5.2	0.14	7.79	0.837
F38A5.7	-0.116	4.86	0.965
F38B7.3	0.866	6.39	0.51
F38E1.9	-0.608	6.72	0.566
F38E11.5	0.348	5.37	0.828
F38E11.9	-3.07	2.86	0.179
F38E9.1	0.879	4.24	0.682
F38E9.5	-0.49	7.06	0.601
F38H4.10	0.159	7.2	0.859
F39B2.1	-0.7	8.13	0.251
F39B2.3	-1.1	5.61	0.484
F39B2.5	0.106	5.76	0.947
F39B2.7	-5.56	4.89	0.0063
F39C12.1	-0.22	6.6	0.87
F39F10.3	-1.97	5.81	0.234
F39F10.4	-4.84	4.24	0.042
F39G3.3	-0.698	7.52	0.346
F39H11.1	0.452	7.28	0.587
F39H12.1	-1.11	5.93	0.479
F39H2.3	0.182	6.99	0.847
F40A3.3	0.67	6.55	0.549
F40B5.2	5.12	5.16	0.0302
F40E10.6	1.72	5.22	0.397
F40E3.2	-0.361	5.8	0.814
F40F11.2	-0.301	7.05	0.744
F40F11.3	0.16	5.66	0.917
F40F4.7	0.0122	7.03	0.995
F40F8.1	0.185	8.13	0.763
F40F8.11	0.217	8.46	0.666
F40F9.7	-0.41	7.94	0.549
F40G12.11	-1.78	7.87	0.0069
F40G9.17	-0.184	3.19	0.956
F40G9.2	0.754	3.6	0.712
F40H3.1	1.15	5.95	0.481
F40H3.6	0.581	3.21	0.84
F41C3.4	-0.518	6.19	0.684
F41E6.9	0.953	6.61	0.393
F41G3.6	0.129	7.91	0.838
F41H10.3	-0.046	7.52	0.955
F41H10.4	0.908	7.19	0.308
F42A10.5	0.0398	8.23	0.947
