	logFC	logCPM	PValue
dlc-1	-0.653	8.7	0.155
dlg-1	0.242	6.24	0.824
dli-1	1.37	7.32	0.0461
dmd-6	-0.277	6.39	0.798
dmd-7	1.12	6.7	0.401
dna-2	-0.626	6.17	0.587
dnc-1	1.25	7.23	0.0814
dnc-2	0.172	7.59	0.78
dnc-3	-0.0753	6.38	0.952
dnc-4	-1.27	5.99	0.397
dnc-5	0.412	4.22	0.821
dnc-6	-0.546	6.78	0.55
dnj-1	0.441	8.16	0.386
dnj-10	-0.0781	7.55	0.904
dnj-11	0.341	9.02	0.392
dnj-12	0.387	9.13	0.336
dnj-13	-0.0144	7.87	0.981
dnj-14	0.287	6.42	0.788
dnj-15	-0.0877	6.1	0.946
dnj-16	-0.454	8.12	0.336
dnj-17	0.304	6.08	0.824
dnj-18	-1.52	5.64	0.275
dnj-19	0.503	6.64	0.629
dnj-2	-0.382	6.82	0.668
dnj-20	-3.04	5.27	0.0632
dnj-21	-1.65	4.18	0.32
dnj-22	-0.151	7.33	0.825
dnj-23	0.337	7.75	0.552
dnj-25	0.564	6.33	0.592
dnj-26	-0.778	6.41	0.506
dnj-27	0.933	6.9	0.255
dnj-28	1.5	6.01	0.324
dnj-29	1.08	7.79	0.0467
dnj-3	-3.12	2.97	0.0985
dnj-30	0.0222	6.92	0.985
dnj-4	0.591	6.93	0.489
dnj-5	-0.23	10.2	0.544
dnj-7	2.69	6.32	0.0204
dnj-8	0.645	8.85	0.11
dnj-9	0.3	7.99	0.554
dod-18	0.652	5.39	0.641
dog-1	0.813	7.33	0.249
dom-3	0.386	5.18	0.817
dop-4	-2.66	4.39	0.108
dpf-3	0.716	8.79	0.1
dpf-4	0.693	7.2	0.348
dpf-5	0.461	7.33	0.493
dpf-7	-0.0449	7.12	0.961
dph-1	-1.15	7.11	0.152
dph-2	0.0273	6	0.984
dpl-1	0.587	8.14	0.211
dpm-1	-2.78	7.1	0.00318
dpm-3	-2.05	5.47	0.135
dpy-10	-0.875	5.9	0.533
dpy-11	-0.795	7.43	0.221
dpy-14	2.75	2.53	0.214
dpy-17	3.98	3.38	0.078
dpy-18	0.325	4.59	0.848
dpy-19	-1.37	5.6	0.387
dpy-21	0.0659	8.01	0.906
dpy-22	1.29	6.4	0.213
dpy-23	-0.12	6.73	0.903
dpy-26	1.18	7.47	0.0609
dpy-27	-0.21	6.55	0.827
dpy-28	0.273	6.6	0.776
dpy-30	-0.693	7.83	0.197
dpy-9	2.96	3.01	0.18
dpyd-1	2.21	3.36	0.277
dre-1	1.85	7.54	0.00264
drh-1	-0.467	7.11	0.625
drh-3	0.189	7.87	0.736
dro-1	-4.31	3.87	0.0273
drp-1	0.259	8.17	0.613
drr-2	0.707	7.53	0.281
drsh-1	0.973	7.53	0.156
dsh-1	1.97	7.21	0.00866
dsh-2	1.27	8.45	0.00414
dsl-2	3.69	4.31	0.0735
dss-1	-0.712	7.6	0.239
duo-1	-0.373	5.27	0.835
duo-3	-0.173	7.43	0.837
dut-1	0.925	9.15	0.0218
dve-1	-3.71	3.39	0.0811
DY3.8	-0.973	8.28	0.0274
dyb-1	-1.1	5.18	0.458
dyci-1	0.109	8.01	0.84
dylt-1	-0.963	7.24	0.165
dyn-1	0.547	6.38	0.615
dyrb-1	-0.891	5.69	0.494
dys-1	1.11	3.14	0.586
E_BE45912.2	-1.02	4.59	0.556
E01A2.1	-1.55	6.55	0.214
E01A2.2	0.737	8.24	0.097
E01A2.5	0.262	6.06	0.833
E01A2.6	0.941	8.44	0.0273
E01B7.1	-0.0856	5.88	0.95
E01B7.2	-1.37	5.69	0.298
E01G4.3	1.56	5.98	0.192
E01G4.5	-3.26	3.07	0.0971
E02D9.1	-0.225	7.37	0.732
E02H1.1	0.49	5.85	0.702
E02H1.2	0.213	7.92	0.683
E02H1.5	0.204	7.02	0.82
E02H1.6	-1.11	6.3	0.294
E02H1.8	-1.46	5.17	0.372
E02H4.6	-1.48	6.2	0.221
E02H9.3	-0.279	6.15	0.804
E02H9.5	3.87	3.29	0.0845
E04A4.5	-0.566	7.68	0.315
E04D5.1	0.333	9.29	0.402
E04F6.4	-3.67	3.37	0.0841
eaf-1	0.695	7.77	0.248
eak-7	0.306	7.47	0.626
ears-1	1.47	5.42	0.39
ears-2	-2.22	5.16	0.179
eat-16	-0.399	3.8	0.844
eat-20	0.927	6.6	0.341
eat-3	-0.883	8.18	0.0651
eat-6	1.15	9.5	0.0146
ebp-2	0.0666	6.83	0.945
ech-2	-0.0465	6.98	0.96
ech-3	2.83	6.33	0.0146
ech-4	-0.81	6.84	0.349
ech-6	-0.523	6.71	0.593
ect-2	0.508	7.94	0.323
edc-3	0.426	9.11	0.288
eea-1	1.93	6.47	0.0559
EEED8.10	-0.272	7.54	0.663
EEED8.13	-4.54	4.06	0.0282
EEED8.14	1.33	8.22	0.013
EEED8.15	0.776	6.53	0.534
EEED8.16	0.558	8.15	0.235
EEED8.2	4.18	5.43	0.0366
EEED8.3	0.0509	9.15	0.907
eef-1A.1	1.17	10.6	0.00257
eef-1A.2	1.7	6.4	0.175
eef-1B.1	1.37	9.67	0.00359
eef-1B.2	-0.0456	8.25	0.929
eef-1G	2.33	10.2	9.64e-09
eef-2	1.19	9.19	0.00426
eel-1	0.682	8.8	0.0922
efa-6	-0.0251	7.51	0.973
efk-1	0.18	7.67	0.79
efl-1	-0.135	7.24	0.864
efn-2	3.57	3.07	0.112
efn-4	2.97	3.59	0.13
eftu-2	0.607	8.39	0.167
egal-1	1.59	5.21	0.368
EGAP2.1	-1.09	5.64	0.408
egg-1	2.51	6.97	0.00267
egg-2	0.0956	7.08	0.945
egg-3	0.512	8.56	0.25
egg-4	0.698	6.41	0.5
egg-5	0.885	6.82	0.303
egl-18	0.741	6.32	0.489
egl-26	-0.396	7.38	0.573
egl-27	-0.741	7.29	0.438
egl-30	0.86	5.9	0.469
egl-4	-0.0657	7.93	0.911
egl-44	2.84	2.82	0.157
egl-45	1.2	8.49	0.00482
egl-6	0.277	5.38	0.877
egl-8	-0.00665	4.75	1
egl-9	0.517	6.72	0.574
ego-1	0.206	8.8	0.716
ego-2	-1.12	5.3	0.445
egrh-1	-0.465	6.47	0.64
egrh-2	1.65	3.27	0.366
ehbp-1	-0.572	8.09	0.382
ehs-1	1.62	7.81	0.00718
eif-1	-0.522	7.35	0.438
eif-1.A	0.222	8.02	0.662
eif-3.B	1.29	6.92	0.121
eif-3.C	0.709	8.75	0.147
eif-3.D	-0.203	6.79	0.821
eif-3.E	-0.528	5.73	0.684
eif-3.F	-0.816	8.06	0.131
eif-3.G	-1.54	6.13	0.193
eif-3.H	-0.814	6.33	0.44
eif-3.I	-1.45	4.77	0.33
eif-3.J	-0.616	6.76	0.523
eif-3.K	-0.441	7.46	0.488
eif-6	-0.043	7.52	0.951
ekl-1	-0.267	7.1	0.73
ekl-4	0.103	7.45	0.878
ekl-5	0.102	8.31	0.828
ekl-6	1.56	7.76	0.00825
elb-1	-1.03	5.48	0.45
elc-1	-2.97	2.87	0.151
elks-1	2.63	6.53	0.0118
ell-1	0.252	7.01	0.749
elo-1	-0.54	8.52	0.204
elo-2	1.04	5.94	0.397
elo-4	-3.05	2.92	0.143
elo-5	-2.62	2.82	0.203
elo-6	-1.07	4.82	0.545
elpc-1	1.56	7.65	0.012
elpc-2	1.96	6.01	0.108
elpc-3	2.73	7.3	0.00039
elpc-4	1.19	6.73	0.223
elt-1	0.051	5.88	0.981
elt-6	-0.887	4.35	0.63
elt-7	2.72	3.83	0.172
emb-27	1.98	7.33	0.00922
emb-30	0.127	8.05	0.82
emb-4	-0.363	6.99	0.646
emb-5	0.354	8.12	0.496
emb-8	1.24	8.02	0.038
emo-1	-0.853	6.77	0.332
emr-1	-0.335	6.97	0.682
eng-1	-0.365	4.88	0.813
enol-1	1.17	9.81	0.00274
ent-1	-0.0566	8.7	0.897
ent-2	0.208	7.31	0.771
eor-1	0.507	6.44	0.666
eor-2	0.645	6.98	0.449
epc-1	-0.345	6.72	0.7
epg-4	0.0788	8.58	0.858
epn-1	0.48	8.12	0.321
eps-8	-2.92	4.43	0.0935
ercc-1	0.149	6.83	0.871
erd-2	-2.62	6.9	0.00522
ergo-1	0.929	8.68	0.0339
eri-1	-0.597	7.36	0.48
eri-3	0.922	6.5	0.382
eri-5	-0.503	6.31	0.645
eri-6	-4.98	4.77	0.0135
eri-7	-0.38	7.55	0.562
eri-9	-0.642	7.65	0.274
erl-1	0.508	7.4	0.429
erm-1	-0.558	7.15	0.449
ero-1	0.599	7.86	0.393
erp-1	-0.34	6.32	0.762
erv-46	-0.203	5.6	0.888
ess-2	-0.617	7.33	0.351
esyt-2	0.209	5.77	0.904
etr-1	-0.563	7.69	0.32
evl-14	0.435	7.38	0.502
evl-20	-2.16	5.56	0.131
exc-4	3.32	3.03	0.118
exc-5	-1.33	5.09	0.474
exc-9	2.28	3.93	0.231
exl-1	0.0638	5.58	0.963
exo-1	0.916	7.49	0.134
exo-3	0.377	6.79	0.673
exoc-7	-0.984	6.58	0.303
exoc-8	0.655	8.01	0.219
exos-1	-0.867	5.75	0.507
exos-2	0.706	7.23	0.388
exos-3	-0.954	7.67	0.119
exos-4.1	-0.384	7.11	0.621
exos-4.2	0.797	4.16	0.663
exos-7	-2.48	5.73	0.102
exos-8	0.289	7.91	0.596
exos-9	-0.16	7	0.846
eya-1	-0.353	4.66	0.849
F01D4.5	-0.217	7.1	0.797
F01F1.1	-0.343	5.72	0.838
F01F1.11	0.939	9.04	0.02
F01F1.15	-1.33	5.91	0.275
F01F1.2	-0.0468	7.22	0.955
F01F1.3	-1.86	4.17	0.289
F01F1.9	0.0424	5.81	0.974
F01G4.3	1.03	7.22	0.156
F01G4.4	1.38	6.81	0.122
F01G4.5	-5.48	5.49	0.00139
F01G4.6	0.359	9.4	0.362
F02A9.4	-0.0345	8.82	0.934
F02D10.6	-2.41	5.49	0.128
F02E11.3	1.08	3.88	0.549
F02E8.4	0.884	9.17	0.0276
F02E9.1	-0.395	5.86	0.757
F02E9.10	1.95	8.04	0.000354
F02E9.3	4.37	3.69	0.0535
F02E9.5	0.468	7.19	0.538
F02E9.7	0.0835	7.75	0.883
F02E9.9	-1.08	6.88	0.2
F02H6.2	0.406	7.89	0.455
F02H6.3	-0.474	7.54	0.582
F02H6.4	2.18	6.65	0.0203
F07A11.1	-4.42	3.96	0.044
F07A11.2	1.12	6.66	0.261
F07A5.2	-1.01	4.46	0.604
F07C6.4	1.16	6.09	0.342
F07E5.5	-0.543	4.48	0.734
F07F6.4	0.265	7.31	0.7
F07F6.8	0.0645	7.3	0.931
F07H5.10	-0.246	7.6	0.685
F07H5.13	-3.55	3.47	0.0705
F07H5.5	0.2	6.84	0.818
F08A8.8	2.94	2.64	0.182
F08B12.1	-2.04	4.3	0.318
F08B4.7	-0.63	7.67	0.338
F08B6.1	-2.77	3.58	0.14
F08B6.3	-1.25	5.93	0.323
F08C6.2	-1	6.81	0.268
F08D12.1	2.48	5.57	0.0934
F08F1.4	-2.29	2.7	0.268
F08F3.6	0.734	8.88	0.0868
F08F8.10	1.74	7.13	0.0224
F08F8.2	0.897	7.79	0.108
F08F8.4	0.148	8.02	0.765
F08F8.6	-0.634	3.14	0.746
F08F8.7	-0.378	6.64	0.701
F08F8.9	1.19	7.59	0.105
F08G12.2	0.329	8.26	0.455
F08G12.3	-0.4	6.61	0.687
F08G12.5	-1.35	4.53	0.448
F08G2.4	-1.13	4.08	0.494
F08G2.7	-0.94	3.67	0.605
F08G5.1	0.401	7.71	0.475
F09A5.4	0.243	7.09	0.766
F09B9.5	-1.75	2.9	0.354
F09C8.2	0.4	5.22	0.783
F09D1.1	0.409	7.43	0.521
F09E5.11	-0.815	7.21	0.279
F09E5.12	-3.54	3.27	0.0951
F09E5.2	-0.801	7.52	0.18
F09E5.3	-0.985	6.69	0.286
F09E5.7	1.09	7.01	0.167
F09E5.8	-0.28	5.21	0.863
F09E8.2	0.537	7.33	0.438
F09F7.3	0.898	8.72	0.0788
F09F7.4	-1.68	6.33	0.231
F09F7.7	-3.77	3.73	0.0666
F09G2.1	-2.26	4.52	0.237
F09G2.2	0.356	7.76	0.52
F09G2.3	-0.538	3.64	0.758
F09G2.8	-0.665	7.52	0.275
F09G2.9	-0.709	8.93	0.0805
F09G8.3	-0.477	5.42	0.753
F10A3.17	-3.08	4.23	0.0803
F10B5.2	-0.564	6.03	0.643
F10B5.8	1.6	7.86	0.0156
F10C2.4	0.949	7.71	0.109
F10C2.5	-0.76	6.45	0.504
F10C5.2	-0.349	7.21	0.622
F10D11.2	0.572	8.82	0.159
F10D11.6	-5.1	4.55	0.0216
F10D2.10	-4.27	3.84	0.0275
F10D7.2	-3.16	4.89	0.0597
F10D7.3	2.81	2.57	0.215
F10D7.5	-1.86	6.6	0.165
F10E7.2	0.285	5.11	0.861
F10E7.5	-0.119	8.15	0.822
F10E7.6	-0.247	6.29	0.836
F10E9.10	-2.78	2.74	0.173
F10E9.11	-0.332	5.38	0.829
F10E9.3	0.268	8.06	0.581
F10E9.4	-0.497	7.77	0.374
F10E9.5	0.0806	7.89	0.88
F10E9.7	-1.3	6.47	0.185
F10G2.4	-5.88	5.26	0.00125
F10G7.10	0.659	6.18	0.613
F10G7.5	-0.071	6.31	0.951
F10G7.9	-0.205	7.53	0.753
F10G8.6	1.66	6.74	0.105
F10G8.9	-0.515	5.65	0.757
F11A10.5	-0.12	8.84	0.805
F11A10.6	2.3	5.94	0.0952
F11A10.7	-0.561	6.3	0.635
F11A3.2	-0.306	6.65	0.773
F11A5.9	-2.27	4.57	0.183
F11C1.1	-3.19	4.19	0.0614
F11C1.5	-0.972	6.5	0.482
F11C1.7	0.0973	4.92	0.964
F11D5.1	0.824	4.63	0.68
F11E6.7	0.884	9	0.037
F11G11.5	-0.558	7.79	0.299
F12A10.8	2.5	6.66	0.00975
F12E12.1	0.358	5.84	0.791
F12F6.1	0.286	8.37	0.654
F12F6.7	0.0585	8.55	0.892
F12F6.8	-5.52	5.26	0.00197
F13A7.11	-3.51	3.25	0.0949
F13A7.14	-1.32	6.61	0.244
F13B12.1	1.2	8.35	0.0057
F13B12.6	0.61	6.73	0.523
F13B9.1	-0.755	6.67	0.415
F13C5.1	-2.12	5.12	0.206
F13C5.2	-0.467	5.5	0.773
F13D12.5	0.46	7.24	0.543
F13E6.1	-1.39	5.66	0.294
F13E6.3	-1.21	5.93	0.326
F13E6.5	-1.72	5.56	0.241
F13E9.1	0.461	8.4	0.323
F13E9.11	4.17	3.68	0.0547
F13G3.10	-0.574	6.05	0.644
F13G3.11	-3.2	5.6	0.0372
F13G3.6	-0.645	5.06	0.65
F13G3.7	-0.443	7.66	0.514
F13H10.3	-1.08	8.81	0.00782
F13H10.4	-0.212	8.6	0.614
F13H10.8	-2.52	6.42	0.0204
F13H6.3	-3.33	5.67	0.033
F13H6.4	-2.37	2.5	0.263
F13H6.5	-3.23	3.04	0.121
F13H8.2	1.15	7.77	0.0454
F13H8.9	-1.6	3.56	0.424
F14B4.1	3.15	2.78	0.158
F14B4.2	0.84	9.7	0.0406
F14B4.3	0.822	8.89	0.0451
F14B6.2	-2.38	2.51	0.239
F14B6.3	1.43	3.29	0.457
F14B8.2	-0.232	4.69	0.884
F14D12.1	-0.837	3.59	0.65
F14D2.11	-2.28	5.76	0.0908
F14D2.15	0.46	5.78	0.724
F14D7.2	-0.0344	7.73	0.951
F14E5.2	0.316	9.29	0.422
F14F11.1	0.998	6.37	0.454
F14H3.3	-1.6	6.19	0.159
F14H3.4	-0.0149	7.34	0.989
F14H3.5	1.09	6.89	0.208
F14H3.6	-0.961	9	0.0308
F15A4.10	-1.1	4.53	0.473
F15A4.2	-3.3	5.41	0.0387
F15B10.1	-0.106	8.13	0.833
F15B10.3	-3.66	3.88	0.0704
F15B9.10	2.5	6	0.116
F15C11.2	0.107	7.98	0.845
F15D3.4	3.17	2.79	0.158
F15D3.6	0.851	4.25	0.589
F15D3.7	1.22	6.21	0.302
F15D4.2	0.846	5.53	0.526
F16A11.1	0.0157	8.25	0.975
F16A11.2	1.16	7.69	0.0915
F16B12.4	-2.34	4.89	0.161
F16B12.6	-0.433	7.33	0.522
F16D3.4	0.62	7.81	0.341
F16H11.1	3.61	3.1	0.106
F16H11.3	-0.542	7.06	0.484
F17A2.13	0.135	6.83	0.886
F17A9.2	0.328	8.13	0.492
F17A9.3	-2.27	2.61	0.306
F17A9.4	-4.38	4.24	0.0222
F17C11.10	1.1	8.51	0.00916
F17C11.4	-4.42	3.96	0.0297
F17C11.7	0.496	7.99	0.362
F17C8.9	4.04	3.71	0.0534
F17E5.2	-3.98	5.33	0.0236
F17H10.1	1.45	7.25	0.0454
F17H10.3	1.92	4.86	0.339
F18A1.6	1.21	8.18	0.0854
F18A1.7	-0.328	9.81	0.424
F18A1.8	0.248	7.18	0.749
F18A11.3	-0.391	4.08	0.827
F18C12.3	0.981	6.95	0.254
F18C5.10	-1.07	6.97	0.198
F18H3.1	0.806	4.75	0.623
F18H3.4	-0.426	6.37	0.766
F19B10.1	1.56	4.66	0.311
F19B10.10	1.27	6.93	0.24
F19B10.2	0.434	7	0.593
F19B6.1	-0.398	8.66	0.338
F19C6.2	-2.79	5.29	0.0772
F19C7.3	-2.85	4.92	0.161
F19F10.10	2.2	7.09	0.0212
F19F10.11	1.15	7.57	0.125
F19F10.12	1.38	6.37	0.207
F19F10.9	1.83	8.05	0.000238
F19H6.4	0.0112	6.93	0.994
F20A1.2	-2.16	2.62	0.307
F20A1.9	1.68	7.13	0.0379
F20C5.3	-1.86	4.22	0.27
F20C5.6	-0.019	5.06	1
F20D1.1	0.0327	7.04	0.973
F20D1.3	1.79	6.98	0.0335
F20D1.9	-1.29	5.16	0.374
F20D12.2	1.68	7.7	0.00509
F20D6.11	5.45	5.5	0.00141
F20G2.2	-0.206	5.04	0.895
F20H11.1	1.13	6.76	0.205
F21A10.2	-0.745	7.34	0.325
F21A3.4	-2.73	2.71	0.165
F21A3.5	5.47	4.96	0.00934
F21A9.2	-3.11	2.96	0.134
F21C10.10	-1.5	5.45	0.274
F21D5.1	0.121	9.31	0.777
F21D5.2	0.054	9.08	0.898
F21D5.3	-3.19	3.02	0.129
F21D5.4	-1.28	5.39	0.352
F21D5.5	-0.555	6.77	0.557
F21D5.6	-0.384	8.04	0.43
F21D5.7	0.0583	8.52	0.896
F21D5.8	-2.93	5.12	0.0749
F21F3.4	-1.4	4.86	0.486
F21F3.6	-0.0393	8.63	0.931
F21F3.7	-0.166	7.01	0.831
F21F8.11	2.81	2.57	0.215
F21G4.4	-0.208	5.88	0.869
F21G4.6	-2.12	4.74	0.201
F21H12.1	-0.00514	7.81	0.995
F21H12.6	0.395	8.61	0.392
F22B3.4	1.03	5.38	0.59
F22B5.10	-0.395	8.25	0.476
F22B7.9	3.29	5.24	0.0863
F22B8.7	0.793	4.28	0.668
F22D3.2	-0.00364	6.9	1
F22D3.6	-5.34	5.36	0.00243
F22D6.2	-0.603	9.71	0.121
F22D6.9	2.94	5.8	0.0661
F22E5.1	5.86	5.01	0.0119
F22E5.17	1.74	8.12	0.000576
F22E5.20	2.64	2.58	0.215
F22E5.9	-0.387	5.05	0.791
F22F7.1	1.02	6.7	0.262
F22F7.4	-2.73	2.71	0.187
F22F7.7	-5.08	4.53	0.00651
F22G12.4	1	5.41	0.509
F22G12.5	-1.99	6.22	0.0776
F23A7.4	0.334	7.59	0.656
F23A7.8	0.383	8.12	0.575
F23B12.4	-1.68	3.24	0.35
F23B12.5	0.594	8.66	0.17
F23B12.7	1.2	8.36	0.0179
F23C8.5	0.404	6.23	0.712
F23C8.6	0.549	6.66	0.557
F23C8.9	0.415	6.29	0.698
F23D12.10	-3.12	2.97	0.136
F23D12.2	0.779	6.68	0.457
F23D12.4	-0.945	3.4	0.651
F23F1.10	-0.511	5.18	0.737
F23F1.5	0.416	7.57	0.495
F23F1.7	2.81	2.57	0.215
F23F1.9	0.622	7.37	0.334
F23H11.2	0.681	7.51	0.278
F23H11.3	0.579	7.76	0.338
F23H11.4	0.0574	6.9	0.959
F23H11.5	-0.111	6.51	0.917
F25B3.6	-0.0148	9.26	0.972
F25B4.1	-0.741	6.51	0.448
F25B4.2	2	7.39	0.00299
F25B4.4	-2.74	3.92	0.122
F25B4.5	0.847	7.7	0.137
F25B4.6	-3.18	3.29	0.0937
F25B4.7	0.316	7.87	0.553
F25B5.2	-0.28	7.32	0.679
F25B5.3	0.0691	8.5	0.875
F25B5.5	-0.35	4.96	0.805
F25B5.6	0.99	8.81	0.0377
F25D7.4	2.15	5.56	0.129
F25E5.1	1.6	6.47	0.126
F25E5.5	-0.696	4.09	0.734
F25F8.1	-3.11	2.96	0.135
F25G6.8	-0.273	7	0.745
F25G6.9	1.36	7.85	0.0235
F25H2.12	2.51	5.48	0.0881
F25H2.2	0.114	6.2	0.926
F25H2.4	-0.719	7.28	0.3
F25H2.5	0.645	10.2	0.113
F25H2.6	0.563	8.31	0.298
F25H2.7	-1.4	6.31	0.227
F25H5.5	1.1	7.83	0.0508
F25H5.6	-0.637	5.76	0.632
F25H8.1	0.788	8.75	0.0731
F25H8.2	0.83	8.12	0.0826
F25H9.2	-0.211	6.09	0.896
F25H9.6	0.297	6.73	0.739
F25H9.7	-1.7	5.61	0.209
F26A1.1	-0.456	7.98	0.359
F26A1.13	2.92	4.39	0.113
F26A3.1	0.884	5.65	0.499
F26A3.7	-0.0121	6.26	0.993
F26B1.2	1.43	9.3	0.00036
F26D10.11	-2.68	2.68	0.203
F26D11.1	-2.51	3.67	0.147
F26E4.12	0.0805	5.66	0.966
F26E4.4	1.38	8.39	0.00167
F26E4.6	-0.124	6.52	0.913
F26E4.7	-4.93	4.4	0.0107
F26F2.7	1.35	5.96	0.257
F26F4.12	-0.549	6.23	0.628
F26F4.5	0.117	8.18	0.815
F26F4.6	-0.383	7.36	0.571
F26F4.9	-0.101	7.39	0.875
F26G1.1	0.688	7.95	0.287
F26G5.1	1.5	7.14	0.0455
F26H11.4	3.45	2.98	0.125
F26H11.6	0.32	6.98	0.702
F26H9.2	2.44	6.83	0.00774
F26H9.4	-1.57	5.76	0.247
F26H9.5	0.392	5.22	0.781
F27B3.6	-1.73	4.17	0.306
F27B3.7	2.57	4.07	0.181
F27C1.2	-1.07	7.97	0.0371
F27C1.4	0.597	3.96	0.736
F27C1.6	0.89	7.92	0.121
F27C8.6	0.423	10.4	0.271
F27D4.1	0.861	7.28	0.2
F27D4.4	0.00131	8.48	1
F27D4.6	2.53	3.73	0.218
F27D4.7	-4.5	5.73	0.003
F27D4.8	-0.462	5.34	0.76
F28B3.10	-1.97	4.24	0.262
F28B3.4	-0.378	5.68	0.786
F28B3.5	0.703	8.97	0.111
F28B3.6	-1.71	6.51	0.0965
F28C1.1	0.362	6.82	0.687
F28C1.3	-0.992	7.25	0.164
F28C10.3	-0.0516	6.42	0.976
F28C6.1	0.886	5.38	0.649
F28C6.2	0.397	6.82	0.762
F28C6.4	0.886	5.89	0.461
F28C6.8	0.267	6.93	0.769
F28D1.1	1.43	7.05	0.109
F28D1.2	-0.0515	5.48	0.981
F28D9.4	-1.5	4.15	0.382
F28F8.5	-0.31	6.53	0.75
F28F8.9	2.11	3.69	0.219
F28H1.1	-2.44	5.45	0.128
F28H6.4	0.00108	6.67	1
F28H6.6	-0.56	5.72	0.681
F28H7.4	-1.11	3.85	0.556
F29A7.6	-1.15	4.34	0.482
F29B9.10	0.0305	3.48	1
F29B9.11	-1.2	5.78	0.338
F29B9.2	1.32	7.87	0.0278
F29C12.4	2.27	7.28	0.00145
F29C4.2	-0.396	5.78	0.762
F29C4.7	1.16	7.77	0.049
F29D10.3	-3.62	3.33	0.0876
F29G9.2	0.656	8.8	0.15
F30A10.1	-0.177	5.55	0.901
F30A10.15	-1.52	4.68	0.368
F30A10.3	-0.433	8.12	0.374
F30A10.9	0.532	4.55	0.734
F30B5.4	0.705	7.47	0.259
F30F8.1	1.74	8.94	2.57e-05
F30F8.10	-1.7	4.57	0.318
F30F8.3	0.212	8.31	0.645
F30F8.5	-1.05	6.56	0.274
F30F8.9	-0.69	7.39	0.317
F31A3.5	0.0825	6.1	0.954
F31B9.3	-3.33	4.77	0.0521
F31C3.2	0.858	7.67	0.208
F31C3.3	0.905	7.18	0.211
F31C3.4	-0.853	8.55	0.0431
F31D4.2	-1.17	6.39	0.354
F31D4.9	-2.12	5.37	0.137
F31E3.2	-4.12	3.72	0.0573
F31E3.4	-0.365	7.95	0.474
F31E8.4	-4.97	5.71	0.00142
F31F6.1	3.32	2.89	0.139
F31F6.2	0.124	6.34	0.917
F32A11.1	-0.0312	7.27	0.973
F32A5.3	-3.46	3.21	0.0881
F32A5.8	3.72	3.18	0.0964
F32A5.9	0.108	3.47	1
F32A7.4	0.968	8.47	0.0299
F32A7.5	3	2.68	0.183
F32B5.6	-5.14	4.81	0.00828
F32B6.2	1.55	7.93	0.005
F32B6.3	-0.112	7.06	0.89
F32B6.9	1.28	4.45	0.413
F32D1.11	-2.4	2.52	0.229
F32D1.2	-0.759	5.47	0.59
F32D1.5	1.02	8.79	0.0142
F32D1.6	-0.867	7.23	0.213
F32D1.7	0.924	7.83	0.0987
F32D8.12	2.63	4.9	0.115
F32D8.14	0.473	8.78	0.313
F32D8.4	-1.55	6.14	0.185
F32D8.5	0.429	7.78	0.444
F32E10.2	-0.409	6.81	0.642
F32E10.5	-2.02	6.57	0.132
F32E10.6	0.076	8.63	0.858
F32E10.9	2.64	2.58	0.215
F32H2.10	-0.591	5.58	0.665
F33A8.10	-1.79	4.65	0.258
F33A8.4	-0.195	7.89	0.71
F33A8.6	-3.17	3.35	0.0831
F33D11.10	0.186	8.73	0.651
F33D11.12	-1.11	8.18	0.0166
F33D11.9	-0.513	8.49	0.25
F33D4.4	0.25	8.15	0.646
F33D4.5	-0.000782	7.76	1
F33D4.7	-1.12	5.97	0.372
F33D4.8	-0.605	6.05	0.597
F33E11.2	0.871	7.44	0.287
F33E11.3	-0.59	6.3	0.582
F33E11.6	0.631	5.42	0.648
F33E2.5	0.836	5.74	0.526
F33G12.2	0.348	7.45	0.603
F33G12.3	0.552	6.95	0.497
F33G12.5	0.166	7.71	0.772
F33G12.6	-1.54	4.47	0.379
F33G12.7	-1.61	3.9	0.338
F33H1.3	0.716	7.04	0.35
F33H1.4	-0.142	7.12	0.909
F33H2.2	1.16	8.29	0.0966
F33H2.3	0.292	6.42	0.769
F33H2.5	1.34	7.53	0.0353
F33H2.6	0.316	6.55	0.762
F34D10.2	-1.46	7.07	0.1
F34D10.3	-3.29	3.37	0.083
F34D10.4	0.239	7.05	0.768
F34H10.3	-4.6	4.33	0.0181
F35C11.5	-0.304	8.36	0.497
F35D11.3	0.341	4.7	0.876
F35D11.4	-1.49	4.51	0.385
F35D11.5	-0.145	5.91	0.922
F35D2.3	-4.33	4.45	0.0198
F35E2.2	-3.63	3.34	0.0728
F35F10.1	3.57	3.07	0.112
F35F11.1	0.719	6.95	0.383
F35G12.11	-0.44	7.13	0.567
F35G12.12	0.573	8.41	0.195
F35G12.2	-0.00617	8.73	0.993
F35G12.4	-0.123	6.97	0.898
F35G12.5	-0.33	4.97	0.837
F35G12.7	-0.763	6.31	0.465
F35G2.1	0.304	9.16	0.498
F35G2.2	-1.19	5.83	0.351
F35G2.3	-0.428	4.94	0.83
F35H10.10	2.87	5.84	0.129
F35H10.5	-0.801	4.35	0.616
F35H10.6	-0.0769	6.3	0.952
F35H10.7	-0.175	7.22	0.817
F35H12.4	2.36	7.05	0.00897
F35H12.5	0.948	5.13	0.6
F35H8.4	-3.53	3.26	0.0612
F36A2.13	-0.0414	8.91	0.923
F36A2.2	-0.0688	6.83	0.941
F36A2.7	0.175	6.97	0.831
