	P0_rep1	P0_rep2	AB_rep1	AB_rep2	P1_rep1	P1_rep2	
K08D8.3	0	0	0	0	0	0	
K08D8.4	0	0	0	0	0	0	
K08D8.5	0	0	0	0	0	0	
K08D8.6	0	0	0	0	0	0	
K08D8.7	0	0	0	0	0	0	
K08D8.8	0	0	0	0	0	0	
K08D8.9	0	0	0	0	0	0	
K08D9.2	0	0	0	0	0	0	
K08D9.4	0	0	0	0.92	0	0	
K08D9.5	0	0	0	0	0	0	
K08D9.6	0	0	0	0	0	0	
K08D9.7	0	0	0	0	0	0	
K08D9.8	0	0	0	0	0	0	
K08E3.10	0	0	24.57	2.42	0	0	
K08E3.11	0	0	0	0	0	0	
K08E3.13	0	0	0	0	0	0	
K08E3.2	0	0	0	0	0	0	
K08E3.4	21.08	10.54	4.94	98.86	23.52	42.92	
K08E3.5	240.72	188.25	267.13	344.93	434.95	383.63	
K08E4.10	0	0	0	0	0	0	
K08E4.11	0	0	0	0	0	0	
K08E4.12	0	0	0	0	0	0	
K08E4.2	78.26	65.55	112.93	38.68	64.04	46.65	
K08E4.3	82.75	79.28	37.78	30.79	84.91	7.68	
K08E4.4	0	0	0	0	0	0	
K08E4.6	303.99	332.9	174.98	99.23	243.31	159.67	
K08E4.7	0	0	0	0.51	0	1.14	
K08E4.8	0	0	0	0	0	0	
K08E5.1	0	0	0	0	0	0	
K08E5.10	0	0	0	0	0	0	
K08E5.11	0	0	0	0	0	0	
K08E5.12	0	0	0	0	0	0	
K08E5.4	0	0	0	0	0	0	
K08E5.5	0	0	0	0	0	0	
K08E5.6	0	0	0	0	0	0	
K08E5.7	0	0	0	0	0	0	
K08E5.8	0	0	0	0	0	0	
K08E5.9	0	0	0	0	0	0	
K08E7.10	0	0	0	0	0	0	
K08E7.11	0	0	0	0	0	0	
K08E7.12	0	0	0	0	0	0	
K08E7.13	0	0	0	0	0	0	
K08E7.4	0	0	0	0	0	0	
K08E7.5	0	0	0	0	7.89	11.07	
K08E7.6	0	0	0	0	0	0	
K08E7.8	0	0	0	0	0	0	
K08E7.t1	0	0	0	0	0	0	
K08F11.1	0	0	0	0	0	0	
K08F11.5	40.47	47.66	86.22	68.28	39.95	28.19	
K08F11.6	0	0	0	0	0	0	
K08F11.7	0	0	0	0	0	0	
K08F4.1	87.36	84.79	122.66	151.51	93	101.99	
K08F4.12	0	0	0	0	0	0	
K08F4.13	0	0	0	0	0	0	
K08F4.14	0	0	0	0	0	0	
K08F4.2	158.94	168.31	242.73	372.97	270.65	413.61	
K08F4.3	276.66	309.49	207.34	151.72	629.62	350.5	
K08F4.5	0	0	0	0	0	0	
K08F8.1	120.62	64.66	27.17	131.39	63.21	125.61	
K08F8.10	0	0	0	0	0	0	
K08F8.11	0	0	0	0	0	0	
K08F8.12	0	0	0	0	0	0	
K08F8.13	0	0	0	0	0	0	
K08F8.14	0	0	0	0	0	0	
K08F8.5	0	0	0	0	0	0	
K08F8.7	0	0	0	0	0	0	
K08F8.8	0	0	0	0	0	0	
K08F8.9	0	0	0	0	0	0	
K08F9.1	0	0	0	0	0	0	
K08F9.3	0	0	0	0	0	0	
K08F9.4	93.98	93.45	215.85	187.76	162.86	205.17	
K08G2.14	0	0	0	0	0	0	
K08G2.16	0	0	0	0	0	0	
K08H10.10	0	0	0	0	0	0	
K08H10.11	0	0	0	0	0	0	
K08H10.13	0	0	0	0	0	0	
K08H10.14	0	0	0	0	0	0	
K08H10.15	0	0	0	0	0	0	
K08H10.16	0	0	0	0	0	0	
K08H10.5	0	0	0	0	0	0	
K08H10.6	0	0	0	0	0	0	
K08H10.9	189.2	149.35	240.91	75.84	194.01	84.63	
K08H2.10	0	0	0	0	0	0	
K08H2.2	14.63	11.64	0	0	0	0	
K08H2.3	13.35	53.13	1.57	11.9	129.04	48.7	
K08H2.4	1.65	20.46	25.96	3.22	0	0	
K08H2.5	0	0	0	0	0	0	
K08H2.7	0	0	0	0	0	0	
K08H2.9	0	0	0	0	0	0	
K08H2.t1	0	0	0	0	0	0	
K09A11.1	40.24	27.64	45.59	40.25	6.73	11.92	
K09A11.10	0	0	0	0	0	0	
K09A11.5	0	0	0	0.27	0	0	
K09A11.8	0	0	0	0	0	0	
K09A11.9	0	0	0	0	0	0	
K09A11.t1	0	0	0	0	0	0	
K09A9.10	0	0	0	0	0	0	
K09A9.11	0	0	0	0	0	0	
K09A9.6	0.93	0.47	0.62	0	1.18	0.61	
K09A9.8	0	0	0	0	0	0	
K09A9.9	0	0	0	0	0	0	
K09B11.10	0	0	0	0	0	0	
K09B11.11	0	0	0	0	0	0	
K09B11.12	0	0	0	0	0	0	
K09B11.13	0	0	0	0	0	0	
K09B11.14	0	0	0	0	0	0	
K09B11.15	0	0	0	0	0	0	
K09B11.16	0	0	0	0	0	0	
K09B11.19	0	0	0	0	0	0	
K09B11.20	0	0	0	0	0	0	
K09B11.21	0	0	0	0	0	0	
K09B11.4	0	0	0	0	0	0	
K09B11.5	0	0	0	0	0	0	
K09B3.1	0	0	0	0	0	0	
K09C4.1	0	0	0	0	0	0	
K09C4.10	10.95	19.84	0	25.78	16.93	73.86	
K09C4.2	0	0	0	0	0	0	
K09C4.4	0	0	0	0	0	0	
K09C4.5	0	0	0	0	0	0	
K09C4.6	0	0	0	0	0	0	
K09C4.7	0	0	0	0	0	0	
K09C4.9	0	0	0	0	0	0	
K09C6.1	0	0	0	0	0	0	
K09C6.10	0	0	0	0	0	0	
K09C6.11	0	0	0	0	0	0	
K09C6.2	0	0	0	0	0	0	
K09C6.3	0	0	0	0	0	0	
K09C6.6	0	0	0	0	0	0	
K09C6.7	0	0	0	0	0	0	
K09C6.8	0	0	0	0	0	0	
K09C6.9	0	0	0	0	0	0	
K09C6.t1	0	0	0	0	0	0	
K09C8.11	0	0	0	0	0	0	
K09C8.2	0	0	0	0	0	0	
K09C8.7	0	0	0	0	0	0	
K09C8.8	0	1.85	0	0	0	0	
K09C8.9	0	0	0	0	0	0	
K09C8.t1	0	0	0	0	0	0	
K09D9.1	0	0	0	0	0	0	
K09D9.11	0.1	0	0	0	0	0	
K09D9.12	0	0	0	0	0	0	
K09D9.3	0	0	0	0	0	0	
K09D9.9	0	0	0	0	0	0	
K09E2.1	0	0	0	0	0	0	
K09E2.2	0	0	0	0	0	0	
K09E2.3	5.48	3.41	0	0	0	0	
K09E2.6	0	0	0	0	0	0	
K09E3.2	0	0	0	0	0	0	
K09E3.4	0	0	0	0	0	0	
K09E3.5	31.24	54.71	0	15.8	14.18	30.4	
K09E3.6	0	3.25	0	2.11	0	0	
K09E3.7	8.99	7.58	41.73	19.63	7.64	9.69	
K09E4.1	0	0	0	0	0	0	
K09E4.2	41.44	45	31.21	4.57	5.64	42	
K09E4.3	35.48	52.13	80	6.38	59.97	14.24	
K09E4.4	0	0	0	0	0	0	
K09E9.1	38.66	0	0	0	0	0	
K09E9.10	0	0	0	0	0	0	
K09E9.11	0	0	0	0	0	0	
K09E9.12	0	0	0	0	0	0	
K09E9.3	55.49	43.31	81.19	63.34	90.54	42.8	
K09E9.4	0	0	0	0	0	0	
K09E9.5	2.03	0	0	0	0	0	
K09E9.7	0	0	0	0	0	0	
K09E9.8	0	0	0	0	0	0	
K09E9.9	0	0	0	0	0	0	
K09F5.1	0	0	0	0	0	0	
K09F5.10	0	0	0	0	0	0	
K09F5.11	0	0	0	0	0	0	
K09F5.12	0	0	0	0	0	0	
K09F5.13	0	0	0	0	0	0	
K09F5.4	0	0	0	0	0	0	
K09F5.6	0.61	0	0	15.21	0	0.75	
K09F5.7	0	0	0	0	0	0	
K09F5.8	0	0	0	0	0	0	
K09F5.9	0	0	0	0	0	0	
K09F6.10	0	0	0	0	0	0	
K09F6.11	0	0	0	0	0	0	
K09F6.3	0	0	0	0	0	0	
K09F6.4	0	0	0	0	0	0	
K09F6.5	0	0	0	0	0	0	
K09F6.6	0	0	0	0	0	0	
K09F6.7	0	0	0	0	0	0	
K09F6.9	0	0	0	0	0	0	
K09G1.1	0	0	0	0	0	0	
K09G1.2	0	0	0	0	0	0	
K09G1.3	0	0	0	0	0	0	
K09G1.5	0	0	0	0	0	0	
K09G1.6	0	0	0	0	0	0	
K09H11.1	0	0	0	0	0	0	
K09H11.10	0	0	0	0	0	0	
K09H11.11	0	0	0	0	0	0	
K09H11.12	0	0	0	0	0	0	
K09H11.13	0	0	0	0	0	0	
K09H11.14	0	0	0	0	0	0	
K09H11.4	0	0	0	0	0	0	
K09H11.5	0	0	0	0	0	0	
K09H11.6	0	0	0	0	0	0	
K09H11.7	0	0.28	0	0	0	0	
K09H11.9	0	0	0	0	0	0	
K09H9.1	0	0	0	0	0	0	
K09H9.2	76.44	82.45	39.35	95.3	37.14	96.8	
K09H9.5	0	0	0	0	0	0	
K09H9.7	1.79	0	0	0	0	0	
K09H9.8	0	0	0	0	0	0	
K10B2.2	6.52	10.5	0	0.85	8.59	2.84	
K10B2.4	136.69	230.03	143.06	71.05	127.66	73.63	
K10B2.t1	0	0	0	0	0	0	
K10B3.1	11.99	0	0	0	0	0	
K10B3.5	0	0.73	0.98	0	0	4.77	
K10B3.6	0	0	0	0	0	7.11	
K10B4.1	0	0	0	0	0	0	
K10B4.3	5.99	8.94	0.54	44.84	22.83	5	
K10B4.8	0	0	0	0	0	0	
K10B4.9	0	0	0	0	0	0	
K10C2.1	0	0	0	0	0	0	
K10C2.10	0	0	0	0	0	0	
K10C2.11	0	0	0	0	0	0	
K10C2.2	0	0	0	0	0	0	
K10C2.3	0	0	0	0	0	0	
K10C2.6	0	0	0	0	0	0	
K10C2.7	0	0	0	0	0	0	
K10C2.8	0	0	0	0	0	0	
K10C3.10	0	0	0	0	0	0	
K10C3.11	0	0	0	0	0	0	
K10C3.12	0	0	0	0	0	0	
K10C3.2	528.48	519.06	248.91	174.8	324.99	241.33	
K10C3.4	171.64	174.64	121.26	62.77	109.89	85.78	
K10C3.5	67.51	60.71	47.96	40.07	11.62	64.73	
K10C3.7	0	0	0	0	0	0	
K10C3.8	0	0	0	0	0	0	
K10C3.9	0	0	0	0	0	0	
K10C8.1	2.58	1.07	0	0	0.21	7.93	
K10C8.2	0	0	0	0	0	0	
K10C8.3	83.78	72.97	85.79	106.34	170.6	80.01	
K10C8.4	0	0	0	0	0	0	
K10C8.5	0	0	0	0	0	0	
K10C8.t1	0	0	0	0	0	0	
K10C9.1	0	0	0	0	0	0	
K10C9.11	0	0	0	0	0	0	
K10C9.12	0	0	0	0	0	0	
K10C9.3	0	8.36	0	10.44	0	0	
K10C9.4	0	0	0	0	0	0	
K10C9.7	0	0	0	0	0	0	
K10C9.9	0	0	0	0	0	0	
K10D11.2	0	0	0	0	0	0	
K10D11.3	0	0	0	0	0	0	
K10D11.4	0	0	0	0	0	0	
K10D11.5	0	0	0	0	0	0	
K10D11.6	0	0	0	0	0	0	
K10D11.7	0	0	0	0	0	0	
K10D2.1	72.01	44.48	107.72	74.49	73.35	95.69	
K10D2.5	177.75	228.99	288.22	133.99	253.13	75.89	
K10D2.7	12.06	0	0	5.05	0	0	
K10D2.8	0.5	0	0	0	0	0	
K10D3.4	0	1.33	0	0	0	0	
K10D3.6	0	0	0	0	0	0	
K10D6.10	0	0	0	0	0	0	
K10D6.11	0	0	0	0	0	0	
K10D6.12	0	0	0	0	0	0	
K10D6.13	0	0	0	0	0	0	
K10D6.14	0	0	0	0	0	0	
K10D6.15	0	0	0	0	0	0	
K10D6.16	0	0	0	0	0	0	
K10D6.17	0	0	0	0	0	0	
K10D6.18	0	0	0	0	0	0	
K10D6.19	0	0	0	0	0	0	
K10D6.2	0	0	0	0	0	0.54	
K10D6.20	0	0	0	0	0	0	
K10D6.21	0	0	0	0	0	0	
K10D6.22	0	0	0	0	0	0	
K10D6.23	0	0	0	0	0	0	
K10D6.24	0	0	0	0	0	0	
K10D6.25	0	0	0	0	0	0	
K10D6.3	0	0	0	0	0	0	
K10D6.4	0	2.78	0	0	0	0	
K10D6.6	0	0	0	0	0	0	
K10D6.7	0	0	0	0	0	0	
K10D6.8	0	0	0	0	0	0	
K10D6.9	0	0	0	0	0	0	
K10F12.1	0	0	0	0	0	0	
K10F12.6	0	0	0	0	0	0	
K10F12.7	0	0	0	0	0	0	
K10F12.8	0	0	0	0	0	0	
K10G4.10	0	0	0	0	0	0	
K10G4.11	0	0	0	0	0	0	
K10G4.13	0	0	0	0	0	0	
K10G4.14	0	0	0	0	0	0	
K10G4.3	0	0	0	0	0	0	
K10G4.4	0	0	0	0	0	0	
K10G4.5	0	0	0	0	0	0	
K10G6.4	0	0	0	0	0	0	
K10G6.5	0	0	0	0	0	0	
K10G6.6	0	0	0	0	0	0	
K10G6.7	0	0	0	0	0	0	
K10G6.8	0	0	0	0	0	0	
K10G9.2	0.47	17.29	0	4.14	0	11.8	
K10H10.1	67.59	62.1	41.65	17.62	10.73	19.32	
K10H10.10	0	0	0	0	0	0	
K10H10.11	0	0	0	0	0	0	
K10H10.12	0	0	0	0	0	0	
K10H10.13	0	0	0	0	0	0	
K10H10.14	0	0	0	0	0	0	
K10H10.2	1.78	2.05	1.37	20.87	19.39	21.62	
K10H10.4	0	0	0	0	0	0	
K10H10.5	0	0	0	0	0	0	
K10H10.6	0	0	0	0	0	0	
K10H10.7	0	0	0	0	0	0	
K10H10.9	0	0	0	0	0	0	
K11B4.1	77.22	64.03	1.69	30.16	7.66	34.12	
K11B4.2	194.14	292.45	99.05	99.98	92.72	81.05	
K11C4.1	0	0	0	0	0	0	
K11C4.10	0	0	0	0	0	0	
K11C4.11	0	0	0	0	0	0	
K11C4.12	0	0	0	0	0	0	
K11C4.13	0	0	0	0	0	0	
K11C4.2	0	0	0	0	0	1.85	
K11C4.6	0	0	0	0	0	0	
K11C4.7	0	0	0	0	0	0	
K11C4.8	0	0	0	0	0	0	
K11C4.9	0	0	0	0	0	0	
K11C4.t1	0	0	0	0	0	0	
K11D12.11	0	0	16.76	0	0	0	
K11D12.12	21.02	87.21	0	0	0	19.63	
K11D12.13	0	0	0	0	0	0	
K11D12.5	73.51	76.62	116.69	33.13	2.35	4.35	
K11D12.6	0	0	0	0	0	0	
K11D12.7	17.29	10.96	0	0.73	0	4.1	
K11D12.8	0	0	0	0	0	0	
K11D12.9	0	0	0	0	0	0	
K11D2.1	0	0	0	0	0	0	
K11D2.4	0.83	0	3	0.54	0	0	
K11D2.5	19.42	25.56	0	8.47	36.46	0.45	
K11D2.6	0	0	0	0	0	0	
K11D5.1	0	0	0	0	0	0	
K11D9.3	0	0	0	0	0	0	
K11D9.5	0	0	0	0	0	0	
K11D9.6	0	0	0	0	0	0	
K11D9.7	0	0	0	0	0	0	
K11D9.8	0	0	0	0	0	0	
K11E4.1	0	0	0	0	0	0	
K11E4.10	0	0	0	0	0	0	
K11E4.11	0	0	0	0	0	0	
K11E4.2	0	0	0	0	0	0	
K11E4.3	0	0	0	0	0	0	
K11E4.6	0	0	0	0	0	0	
K11E4.7	0	0	0	0	0	0	
K11E4.8	0	0	0	0	0	0	
K11E4.9	0	0	0	0	0	0	
K11E4.t1	0	0	0	0	0	0	
K11E4.t2	0	0	0	0	0	0	
K11E4.t3	0	0	0	0	0	0	
K11E4.t4	0	0	0	0	0	0	
K11E4.t5	0	0	0	0	0	0	
K11E4.t6	0	0	0	0	0	0	
K11G12.5	40.78	71.7	114.93	68.43	39.23	34.89	
K11G12.6	46.15	37.94	29.18	54.08	5.4	69.84	
K11G12.8	0	0	0	0	0	0	
K11G12.9	0	0	0	0	0	0	
K11G9.1	0	0	0	0	0	0	
K11G9.10	0	0	0	0	0	0	
K11G9.11	0	0	0	0	0	0	
K11G9.12	0	0	0	0	0	0	
K11G9.13	0	0	0	0	0	0	
K11G9.14	0	0	0	0	0	0	
K11G9.2	0	0	0	0	0	0	
K11G9.3	0	0	0	0	0	0	
K11G9.5	0	0	0	0	0	0	
K11G9.7	0	0	0	0	0	0	
K11G9.8	0	0	0	0	0	0	
K11G9.9	0	0	0	0	0	0	
K11H12.1	23.26	16.17	0.46	3.34	18.35	1.49	
K11H12.10	0	0	0	0	0	0	
K11H12.11	0	0	0	0	0	0	
K11H12.12	0	0	0	0	0	0	
K11H12.13	0	0	0	0	0	0	
K11H12.14	0	0	0	0	0	0	
K11H12.3	0	0	0	0	0	0	
K11H12.4	0	0	0	0	0	0	
K11H12.5	34.26	0	0	2.31	0	1.93	
K11H12.6	0	0	0	0	0	0	
K11H12.7	8.44	0	0	8.24	0	8.36	
K11H12.8	91.33	96.71	31.62	121.91	278.26	86.4	
K11H12.9	0	0	4.76	0	0	0	
K11H12.t1	0	0	0	0	0	0	
K11H3.10	0	0	0	0	0	0	
K11H3.11	0	0	0	0	0	0	
K11H3.12	0	0	0	0	0	0	
K11H3.13	0	0	0	0	0	0	
K11H3.2	0	0	0	0	0	0	
K11H3.3	100.28	53.22	9.1	9.79	35.64	7.91	
K11H3.4	50.47	41.91	0	6.71	0	35.58	
K11H3.5	0	45.49	0	0	0	0	
K11H3.6	59.89	82.63	48.49	8.36	39.86	14.92	
K11H3.7	7.11	8.59	1.65	1.19	2.87	0.89	
K11H3.8	0.32	21.98	0	0	0.91	24.52	
K11H3.9	0	0	0	0	0	0	
K11H3.t1	0	0	0	0	0	0	
K11H3.t2	0	0	0	0	0	0	
K12B6.11	0	0	0	0	0	0	
K12B6.2	0	0	0	0	0	0	
K12B6.4	0	0	0	0	0	0	
K12B6.6	0	0	0	0	0	0	
K12B6.8	0	0	0	0	0	0	
K12B6.9	0	0	0	0	0	0	
K12C11.1	19.49	39.34	49.02	20.46	44.55	13.29	
K12C11.3	0	0	0	0	0	0	
K12C11.5	0	0	0	0	0	0	
K12C11.6	0	0	0	0	0	0	
K12C11.7	0	0	0	0	0	0	
K12C11.8	0	0	0	0	0	0	
K12D12.4	1.39	13.27	0	0	0	0	
K12D12.5	1.97	2.85	75.43	76.72	0.17	106.28	
K12D12.6	5.6	0	0	0	0	0	
K12D12.7	0	0	0	0	0	0	
K12D12.8	0	0	0	0	0	0	
K12D12.9	0	0	0	0	0	0	
K12D9.1	0	0	0	0	0	0	
K12D9.12	0	0	0	0	0	0	
K12D9.14	0	0	0	0	0	0	
K12F2.3	0	0	0	0	0	0	
K12F2.4	0	0	0	0	0	0	
K12F2.5	0	0	0	0	0	0	
K12G11.10	0	0	0	0	0	0	
K12G11.11	0	0	0	0	0	0	
K12G11.12	0	0	0	0	0	0	
K12G11.13	0	0	0	0	0	0	
K12G11.6	0	0	0	0	0	0	
K12G11.7	0	0	0	0	0	0	
K12G11.8	0	0	0	0	0	0	
K12G11.9	0	0	0	0	0	0	
K12H4.10	0	0	0	0	0	0	
K12H4.11	0	0	0	0	0	0	
K12H4.2	107.01	107.23	57.75	49.68	146.5	40.48	
K12H4.3	159.41	209.89	101.34	52.46	10.88	49.32	
K12H4.4	310.45	361.15	223.41	163.34	251.63	133.48	
K12H4.5	186.46	228.55	109.13	22.91	91.52	44.41	
K12H4.6	0	0	0	0	0	0	
K12H4.7	0	0	0	0	0	0	
K12H4.t1	0	0	0	0	0	0	
K12H6.10	0	0	0	0	0	0	
K12H6.12	5.12	22.77	0	0	0	0	
K12H6.13	0	0	0	0	0	0	
K12H6.14	0	0	0	0	0	0	
K12H6.15	0	0	0	0	0	0	
K12H6.2	10.8	8.6	0	6.59	44.77	4.41	
K12H6.4	0	0	0	0	0	0	
K12H6.5	0	0	0	0	0	0	
K12H6.6	74.28	37.23	43.87	39.08	4.24	12.54	
K12H6.7	0	31.71	48.93	11.98	0	0	
K12H6.8	0	0	0	0	0	0	
K12H6.9	0	0	0	0	0	0	
kal-1	23.44	2.68	0.94	30.14	25.88	1.26	
kap-1	2.85	0	31.65	2.18	17.7	0	
kars-1	142.36	177.34	248.12	382.57	166.31	438.06	
kat-1	101.83	78.27	110.96	73.92	140.77	53.18	
kbp-1	314.96	281.89	207.33	81.64	261.8	94.95	
kbp-2	192.59	170.38	142.69	80.6	147.47	64.65	
kbp-3	123.37	152.48	195.57	59.43	135.89	77.17	
kbp-4	90.31	134.53	129.3	70.01	148.9	34.56	
kbp-5	269.42	356.9	344.33	134.33	435.92	85.81	
kca-1	57.87	31.96	66.35	39.89	0	72.96	
kcc-1	55.57	79.05	34.92	55.39	19.12	9.84	
kcc-2	8.03	8.07	0	0	0	0	
kcc-3	0.89	1.87	1.74	0	0	0	
kcnl-1	0	0	0	0	0	0	
kcnl-2	0	0	0	0	0	0	
kel-1	3.33	17.88	1.69	2.17	4.51	2.12	
kel-10	0	0.54	0	0	0	0	
kel-3	73.32	116.8	65.08	90.93	129.88	96.31	
kel-8	1.13	1.13	0.34	2.45	0	0.27	
ketn-1	0.02	0	0	0	0	0	
kgb-1	18.38	8.14	35.04	18.11	33.57	66.89	
kgb-2	0	0	0	0	0	0	
kin-1	0	0	0	0	0	0	
kin-10	344.54	294.96	287.17	308.77	390.15	299.3	
kin-14	0.2	0.2	59.52	5.51	0	28.54	
kin-15	0	0	0	0	0	0	
kin-16	0	0	0	0	0	0	
kin-18	150.4	101.68	93.67	138.76	136.84	203.18	
kin-19	195.53	193.14	235.31	223.4	176.19	202.64	
kin-2	22.23	10.19	2.33	26.05	0.35	33.37	
kin-20	57.29	55.93	1.14	25.62	47.74	12.07	
kin-21	0	0	0	0	0	0	
kin-23	0	0	0	0	0	0	
kin-24	0	0	0	0	0	0	
kin-25	19.76	12.44	13.25	26.09	8.33	19.91	
kin-26	0	0	0	0	0	0	
kin-29	7.63	6.28	0	5.87	0	7.73	
kin-3	261.79	285.21	332.62	230.9	221.69	216.95	
kin-30	0	0	0	0	0	0	
kin-31	0	0	0	0	0	0	
kin-32	22.68	13.78	6.89	17.72	7.47	44.69	
kin-33	86.48	8.95	0	2.9	30.69	0	
kin-34	13.06	0	0	14.65	0	1.21	
kin-4	65	51.36	99.65	76.28	12.73	125.28	
kin-5	0	0	0	0	0	0	
kin-6	0	0	0	0	0	0	
kin-9	0	0	0	0	0	0	
klc-1	184.52	137.17	215.27	282.78	285.78	164.67	
klc-2	57.24	67.84	35.54	98.71	9.67	96.22	
kle-2	27.8	34.66	46.88	118	40.2	38.71	
klf-1	0	0	0	0	0	0	
klf-2	0	0	0	0	0	0	
klf-3	0	0	0	0	0	0	
klp-10	0	0	0.21	0	0	0	
klp-11	0	0	0	0	0	0	
klp-12	190.69	146.1	296.01	647.16	166.68	229.11	
klp-13	0	0	0	0	0.18	0	
klp-15	47.42	37.5	36.97	98.28	8.93	124.61	
klp-16	20.48	30.39	79.62	74.49	84.56	80.06	
klp-17	0	0	0	0	0	0	
klp-18	32.03	26.67	26.93	56.61	13.28	59.24	
klp-19	26.04	29.69	41.52	77.44	41.88	54.66	
klp-20	0	11.57	0	0.72	0	0	
klp-3	9.68	1.69	33.45	4.03	7.47	21.67	
klp-4	0	0	0	0	0	0	
klp-6	0	0	0	0	0	0	
klp-7	14.46	3.43	72.48	59.22	36.5	97.6	
klp-8	1.92	12.48	17.15	41.26	22.74	23.83	
knl-1	87.5	93.75	81.76	128.86	63.31	100.63	
knl-2	65.93	36.82	94.83	104.64	32.11	91.59	
knl-3	92.97	111.15	73.25	92.25	112.85	87.11	
kpc-1	0	0	0	6.69	0	3.41	
kqt-1	0	0	0	0	0	0	
kqt-2	0	0	0	0	0	0	
kqt-3	0.27	0.27	0	0	0	0	
kri-1	0	0	0	0	0	0	
ksr-1	38.91	13.28	0	36.62	1	27.46	
ksr-2	45.35	31.16	130.46	68.51	119.82	70.49	
kup-1	240.27	201.84	182.14	234.63	346.18	307.34	
kvs-1	0	0	0	0	0	0	
lab-1	399.97	282.5	538.02	170.3	437.5	229.31	
lact-1	0	0	0	0	0	0	
lact-2	4.48	7.52	2.02	2.92	3.17	0.81	
lact-3	24.75	7.92	41.85	28.87	81.21	30.47	
lact-4	0	4.13	0	0	0	0	
lact-5	0	0	0	0	0	0	
lact-6	0	0	0	0	0	0	
lact-7	0	0	0	0	0	0	
lact-8	0	0	0	0	0	0	
lact-9	7.69	9.4	21.58	0.81	0	14.94	
lad-2	0	0	0	0	0	0	
laf-1	55.22	46.14	17.29	6.01	40.51	16.2	
lag-1	196.91	254.95	164.5	239.39	136.75	272.03	
lag-2	0	0	0	0	0	0	
lagr-1	0	0	0	3.09	0	6.39	
lam-1	8.66	15.54	0	2.87	0	0.36	
lam-2	4.98	0.59	0	0	0	0	
lam-3	0	0	0	0	0	0	
lap-1	89.89	111.72	122.97	192.94	155.79	129.96	
lap-2	101.54	137.8	125.67	239.27	287.45	234.54	
larp-1	47.12	81.02	28.92	86.11	58.21	73.88	
larp-5	76.9	98.53	156.1	204.57	96.58	214.3	
lars-1	30.49	57.6	75.86	46.04	33.28	73.91	
lars-2	10.4	19.69	2.5	79.68	62.25	50.3	
lat-1	254.99	234.15	254.11	549.87	32.13	246.87	
lat-2	0	0	0	0	0	0	
lbp-1	131.88	15.58	101.32	13.75	0	5.11	
lbp-2	0	0	0	0	0.49	0	
lbp-3	0	0	0	0	0	0	
lbp-4	242.36	202.78	212.17	104.99	247.91	53.7	
lbp-5	0	0	0	0	0	0	
lbp-6	0	47.08	0	0	0	0	
lbp-7	0	0	0	0	0	0	
lbp-8	0	0	0	0	0	0	
lbp-9	144.45	161.11	30.78	54.45	295.52	142.51	
ldb-1	46.93	54.56	1.49	14.02	42.67	11.13	
ldh-1	59.67	102.86	99.66	54.98	172.88	65.55	
lea-1	91.22	135.52	179.53	132.03	57.03	201.94	
lec-1	90.41	60.63	176.07	154.91	171.77	146.85	
lec-10	0	0	0	0	0	0	
lec-11	0	0	0	0	0	0	
lec-2	0	0	0	0	0	0	
lec-3	0	17.09	0	2.8	55.19	0	
lec-4	43.05	2.09	23.8	25.33	26.73	3.96	
lec-5	0	0	0	0	0	0	
lec-6	0	0	0	0	0	0	
lec-7	0	0	0	0	0	0	
lec-8	0	0	0	0	0	0	
lec-9	0	0	0	0	0	0	
lem-2	1.02	4.12	0	3.43	21.26	6.37	
lem-3	97.53	76.2	191.69	157.64	44.42	54.86	
let-19	16.06	15.58	27.13	14.9	13.72	6.88	
let-2	0	0	0	0	0	0	
let-23	0	0	0	0	0	0	
let-268	0.58	0	3.94	0	0	0	
let-363	44.4	32.64	36.59	57.62	41.84	63.95	
let-381	0	0	0	0	0	0	
let-4	0	0	0	11.64	0.15	30.62	
let-413	41.65	46.63	12.23	37.65	0	67.53	
let-418	13.06	18.17	51.85	49.82	21.87	40.3	
let-49	167.45	147.24	189.99	81.19	266.56	107.19	
let-502	68.79	55.41	45.22	70.57	18.41	78.62	
let-504	94.73	73.88	342.96	227.01	131.33	193.48	
let-526	154.31	151.83	50.69	54.69	21.43	64.22	
let-60	256.9	221.42	115.29	89.42	162.54	78.92	
let-607	113.7	89.62	89.11	199.38	133.4	211.73	
let-653	4.8	0.3	0	13.02	0	14.53	
let-7	0	0	0	0	0	0	
let-70	1260.78	1461.77	1076.56	762.76	1242.85	879.09	
let-711	31.89	36.11	9.32	30.29	15.64	39.75	
let-716	39.82	37.07	28.74	59.41	34.2	60.88	
let-721	117.71	110.65	261.04	193.41	111.13	253.31	
let-75	0	0	0	0	0	0	
let-754	194.48	180.8	189.47	112.44	170.98	148.43	
let-756	0	0.15	0	0	0	0	
let-765	16.14	4.55	13.66	11.1	2.11	23.96	
let-767	169.79	189.84	179.53	129.38	117.1	146.81	
let-805	0.04	0	0	0	0	2.98	
let-858	30.18	45.94	80.38	83.79	84.66	33.75	
let-92	583.15	503.04	440.5	514.84	827.15	411.59	
let-99	57.22	63.56	118.42	99.19	11.4	53.05	
letm-1	106.26	58.22	129.05	189.58	97.7	132.14	
lev-1	0.15	0	0	0	0	0	
lev-10	2.26	2.08	0	0.18	3.99	0.21	
lev-11	23.96	0	0	0	0	0	
lev-8	0	0	0	0	0	0	
